word,female_target,male_target,male_score
</s>,0.676389960271642,0.6718431053551763,-0.00454685491646567
1,0.3428534158907712,0.3439994180100499,0.0011460021192787329
2,0.32077284181829213,0.32175783711504374,9.849952967516118e-4
a,0.9999160628139976,0.9998823072027234,-3.37556112741666e-5
able,0.9999764558530282,0.9998978716865808,-7.858416644734856e-5
about,0.9998437966362087,0.999859556942534,1.5760306325329765e-5
above,0.9999663578523261,0.9999064981728829,-5.985967944321935e-5
across,0.9999640918773158,0.9999092256001362,-5.4866277179654865e-5
actually,0.9998855785860926,0.9998684668795813,-1.7111706511308e-5
adam,0.9999452235064065,0.9998959824787438,-4.924102766268312e-5
added,0.9999721434200111,0.9998415465541632,-1.305968658478207e-4
adleman,0.9999848228299926,0.9998800067503922,-1.048160796003339e-4
afraid,0.9999764227873278,0.9998979953331742,-7.842745415354013e-5
after,0.9999811973278199,0.9998609833206789,-1.2021400714101738e-4
afternoon,0.9999724362699935,0.9998739825775419,-9.845369245164992e-5
again,0.9999834450588707,0.9998761741899522,-1.0727086891848536e-4
against,0.9999836526937529,0.9998709275955773,-1.1272509817561449e-4
age,0.9999708311504889,0.9998362661959921,-1.345649544968186e-4
ago,0.9999263721695891,0.9998953890399651,-3.098312962401817e-5
ahead,0.9999845636561209,0.9998786151144005,-1.0594854172041313e-4
air,0.9999671455290418,0.9998991355190734,-6.80100099683667e-5
alef,0.9999818186807927,0.9998654530918796,-1.1636558891314763e-4
alive,0.9999832913687805,0.9998699939911408,-1.1329737763965397e-4
all,0.9999363903282398,0.9998897879315843,-4.660239665543742e-5
allan,0.9999779431056482,0.9998954846038859,-8.245850176236136e-5
allowed,0.9999798495495238,0.9998998339871202,-8.0015562403557e-5
almost,0.9999556032898799,0.9999104493474497,-4.5153942430209426e-5
alone,0.9999775479812871,0.9998795775893325,-9.797039195458268e-5
along,0.9999719345817788,0.9998988214357114,-7.311314606739394e-5
already,0.9999753777301081,0.9998995809117879,-7.579681832026175e-5
also,0.999950214236906,0.9999074382135952,-4.2776023310819866e-5
although,0.9999407081425467,0.9999060522077694,-3.465593477725015e-5
always,0.9999454473045778,0.9998967150986298,-4.873220594803218e-5
am,0.9998447175335466,0.9998425133141697,-2.204219376911176e-6
american,0.9999847350319653,0.9998891438234655,-9.559120849977898e-5
amina,0.9999771597557401,0.999897735813856,-7.942394188409363e-5
among,0.999962922485684,0.9999058237436282,-5.709874205572785e-5
an,0.9999746456854646,0.9998525934055815,-1.2205227988304479e-4
and,0.9999722121571835,0.9998442651272714,-1.2794702991203444e-4
another,0.9999828149493718,0.9998845983394627,-9.821660990905201e-5
answer,0.9999733349051946,0.9998400393213508,-1.3329558384378437e-4
answered,0.9999645921712808,0.9998219622738199,-1.426298974608331e-4
any,0.9999668272609826,0.9998984037420011,-6.842351898150856e-5
anyone,0.9999782300898918,0.9998783711601835,-9.985892970831856e-5
anything,0.9999844774849348,0.9998789548350847,-1.0552264985008719e-4
anyway,0.9999311141442354,0.9998913156668409,-3.9798477394548115e-5
apartment,0.9999850208521461,0.9998868262043891,-9.81946477570661e-5
appeared,0.9999845789268524,0.9998869065064075,-9.767242044489421e-5
are,0.9999833048757227,0.9998689687512727,-1.1433612444999852e-4
arm,0.9998982421175577,0.9998739561013246,-2.4286016233165952e-5
arms,0.9999466241146479,0.999896785367535,-4.983874711284031e-5
army,0.9997823737784941,0.9998024107304828,2.0036951988711138e-5
around,0.9999564878727165,0.999910097848846,-4.639002387052393e-5
art,0.9999766701405727,0.9998965819627267,-8.008817784599387e-5
as,0.999977210579276,0.9998927943499739,-8.44162293021089e-5
ask,0.9999577648759443,0.9998973250563197,-6.0439819624669155e-5
askander,0.9999842868151565,0.9998719932786817,-1.1229353647479456e-4
asked,0.9999824273157879,0.9998664042357429,-1.1602308004499129e-4
asking,0.9999841959005973,0.9998775670411558,-1.0662885944145994e-4
asks,0.9999751598887484,0.9998949226944142,-8.023719433425391e-5
at,0.9999809577557038,0.9998865194264617,-9.443832924216355e-5
ate,0.9999737333964365,0.9998425252618124,-1.3120813462408343e-4
attention,0.999974047654921,0.999852926614487,-1.2112104043404681e-4
aware,0.9999850256412959,0.9998832610307494,-1.0176461054645092e-4
away,0.9999047330430522,0.9998783393182591,-2.6393724793072337e-5
