word,female_target,male_target,male_score
</s>,0.7116565751227926,0.7093911639940226,-0.0022654111287699896
1,0.8421593109698511,0.8437343047572001,0.0015749937873490438
2,0.6974507972634129,0.6992525080865464,0.0018017108231335177
3,0.8147261770759885,0.816521678445426,0.0017955013694375133
4,0.7146200582142554,0.7166305683238973,0.0020105101096418165
5,-0.04282270113173157,-0.042606435304907125,2.1626582682444245e-4
6,0.21489552575786464,0.21556399488750996,6.684691296453271e-4
7,0.8540369979348799,0.8555868401246152,0.0015498421897353065
a,0.9999771092343078,0.9999465877637299,-3.0521470577915544e-5
â,0.9154490419360728,0.9167058217527793,0.0012567798167064659
about,0.9999643269504194,0.9999698101424028,5.4831919834574805e-6
above,0.9999921086546708,0.9999742962509337,-1.7812403737105242e-5
absolutely,0.999973077152243,0.9999745338319745,1.4566797315040958e-6
across,0.9999862188619563,0.9999785061817386,-7.712680217708545e-6
afraid,0.9999908185409553,0.9999763940502941,-1.4424490661135714e-5
after,0.99999229896910935,0.9999694602150886,-2.2838754020759744e-5
afternoon,0.9999914338018806,0.9999667798222959,-2.4653979584732255e-5
again,0.9999889167659124,0.9999620867026255,-2.6830063286853445e-5
against,0.9999920526592658,0.9999767110765156,-1.534158275018349e-5
ago,0.9999873879289668,0.9999600238798273,-2.736404913949997e-5
ah,0.9999799220933973,0.9999481982914387,-3.1723801958594144e-5
ahead,0.9999915061537219,0.999968206866683,-2.329928703892481e-5
air,0.9999915193640814,0.9999701042757486,-2.1415088332754628e-5
alan,0.9999888169500618,0.9999630980498698,-2.5718900191984417e-5
albie,0.999989666476072,0.9999786137547183,-1.1052721353710382e-5
alice,0.9999913922818598,0.9999773324939051,-1.40597879547677e-5
all,0.9999884342884111,0.9999737852209555,-1.4649067455629883e-5
alligator,0.9999927396186148,0.9999760578845924,-1.6681734022361283e-5
almost,0.9999731310491146,0.9999744384269817,1.307377867187931e-6
alone,0.9999911328686097,0.9999661008908378,-2.503197777192767e-5
along,0.9999903447447537,0.9999653489258158,-2.4995818937889602e-5
already,0.9999915261900242,0.999977810248287,-1.3715941737157955e-5
also,0.9999885171552488,0.9999785759296856,-9.941225563192546e-6
always,0.9999839564909369,0.9999776220008039,-6.334490132986481e-6
am,0.9999496616789301,0.99995892645724,9.264778309980848e-6
amelia,0.9999904888179382,0.9999783810387702,-1.2107779167935817e-5
amos,0.9999729747105864,0.9999743611191763,1.3864085898207534e-6
an,0.9999800235026124,0.9999476232405706,-3.240026204176516e-5
and,0.9999907868155703,0.9999722499211117,-1.8536894458631714e-5
angelina,0.9999903523018892,0.9999640446211044,-2.6307680784709575e-5
angry,0.999991556365706,0.9999694544925164,-2.2101873189628307e-5
animals,0.9999854921711443,0.9999789617389335,-6.530432210771764e-6
anna,0.9999806394167869,0.9999478810932109,-3.275832357607644e-5
annabelle,0.9999922148489038,0.9999696947396323,-2.2520109271506605e-5
anne,0.9999810630231615,0.9999471447203654,-3.391830279608765e-5
another,0.9999910939793575,0.9999651460659027,-2.5947913454782423e-5
answer,0.9999909873043795,0.9999645229992974,-2.6464305082130046e-5
answered,0.9999929985490084,0.9999703819120526,-2.2616636955796743e-5
any,0.9999882655188811,0.999976331678747,-1.1933840134092932e-5
anymore,0.9999921801151891,0.9999782329992501,-1.394711593893927e-5
anyone,0.9999919310736265,0.999969969605443,-2.1961468183451238e-5
anything,0.9999923477322331,0.9999759693310184,-1.637840121471168e-5
anyway,0.9999867246299793,0.9999774038084797,-9.320821499625431e-6
anywhere,0.9999902894491962,0.9999631038338603,-2.7185615335878488e-5
apple,0.9999438329910587,0.9999558507340351,1.2017742976433432e-5
apples,0.9999411112714847,0.9999541531233962,1.3041851911532731e-5
applesauce,0.9999661590827047,0.9999703794713664,4.220388661657637e-6
are,0.9999861380598132,0.9999548067691116,-3.1331290701541725e-5
arm,0.9999859989677734,0.9999768464266969,-9.152541076473675e-6
arms,0.999977368784396,0.9999755220669879,-1.8467174081049365e-6
arnie,0.9999909072579458,0.9999647015588805,-2.620569906530701e-5
around,0.9999907131729289,0.9999782313211066,-1.2481851822232493e-5
arrived,0.999992765154051,0.9999712706933621,-2.149446068888672e-5
