word,female_target,male_target,male_score
play,0.20024724083993434,0.24475769539757475,0.04451045455764041
look,0.23138203035917018,0.20260758723701583,-0.028774443122154353
brush,0.16216623257380125,0.16882486811557337,0.006658635541772123
hug,0.2962430084565068,0.29223870340006014,-0.0040043050564466665
close,0.18698282426635143,0.18170492277943462,-0.005277901486916814
little,0.25442234881696,0.2371689892759063,-0.017253359541053725
tire,0.13346378818431884,0.15899506211838196,0.025531273934063126
complainer,0.24332804815917056,0.2611599907650112,0.017831942605840617
hungry,0.24944244382689656,0.2586254359372103,0.009182992110313759
thirsty,0.23582527996813699,0.2600161018399436,0.024190821871806628
tuck,0.1720690727211825,0.19181238043786208,0.019743307716679592
help,0.24482004275135302,0.2553766139633864,0.010556571212033378
bathe,0.261727786202271,0.22989616640503935,-0.03183161979723165
yawn,0.17296085521650234,0.19726523761668097,0.024304382400178626
patient,0.2484127508536319,0.18699539983900867,-0.06141735101462323
kind,0.27075028146672175,0.22562005076885316,-0.04513023069786859
love,0.4135336377111582,0.3241588040862825,-0.0893748336248757
adult,0.25934455279603963,0.16620605801128624,-0.09313849478475339
direct,0.11981760317917241,0.1547432789997628,0.034925675820590404
eat,0.19211405112070634,0.1959987301106871,0.0038846789899807666
like,0.24631992629463514,0.21718521756551892,-0.02913470872911622
try,0.16217261191400803,0.18846752263795244,0.02629491072394441
be,0.20560812324068814,0.20000297981717458,-0.005605143423513564
picky,0.21653943406344647,0.194831126462583,-0.02170830760086348
redundant,0.1116766117190129,0.10628351733254728,-0.0053930943864656244
classic,0.162646745643875,0.1507361849628185,-0.011910560681056503
questionable,0.1658626844765888,0.17889093751524088,0.013028253038652071
nice,0.21514338249304912,0.1948661207968992,-0.020277261696149934
leave,0.2723954344037624,0.25824863832748135,-0.014146796076281054
explore,0.16302462541280807,0.15844091564609955,-0.004583709766708521
travel,0.1670142706442678,0.15049931686763385,-0.01651495377663395
think,0.1923811837144999,0.18758723966685983,-0.004793944047640053
old,0.28484556747871337,0.2979515901333205,0.013106022654607141
sweet,0.3008689041138273,0.21542770243327755,-0.08544120168054972
adventurer,0.2830868542428008,0.34124964413922704,0.05816278989642626
reminiscent,0.20499628389722302,0.1986576861837676,-0.006338597713455407
wholesome,0.26461893647355655,0.2269014145833578,-0.03771752189019875
shake,0.19718805760801245,0.20243608627550747,0.005248028667495019
sing,0.2840912290784339,0.2483664609614859,-0.035724768116948025
loud,0.23268706997555166,0.2340487832736505,0.0013617132980988378
noisy,0.137029530219466,0.1302444128048198,-0.006785117414646213
trouble,0.27528902268208366,0.3088237073017149,0.033534684619631216
take,0.22859206152082448,0.23053904043343548,0.0019469789126110026
open,0.115353133842287,0.10158459175336546,-0.013768542088921545
tell,0.28022104419596744,0.25011387378197325,-0.03010717041399419
irritate,0.20176678832963493,0.19812717722388357,-0.003639611105751367
annoy,0.22407188839264544,0.21942493324924076,-0.004646955143404685
walk,0.22087033478577017,0.20793882084462628,-0.01293151394114389
