participant_id,trial_index,book_id,title,gender_group,question_type,character_name,character_type,character_gender,question_id,raw_response,word_tidy,correct_pos,word_tidy_lemma,human_gender_estimate_us,human_gender_estimate_glasgow
P67632,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D3,cow,cow,description,cow,3.5714285714285716,3.4118
P67632,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D4,duck,duck,description,duck,2.6666666666666665,3.9714
P67632,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D5,pig,pig,description,pig,2.5,4.9615
P67632,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A1,talk,talk,action,talk,3.7142857142857144,NA
P67632,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A2,drive,drive,action,drive,2.2,4.9063
P67632,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A3,walk,walk,action,walk,3.0714285714285716,NA
P67632,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A4,kiss,kiss,action,kiss,3.9,2.2059
P67632,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A5,feel,feel,action,feel,3.6666666666666665,NA
P67632,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D1,persistent,persistent,description,persistent,2.5833333333333335,3.4706
P67632,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D2,happy,happy,description,happy,3.3333333333333335,3.3333
P67632,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D3,smart,smart,description,smart,2.933333333333333,3.7188
P67632,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D4,loving,loving,description,love,4.4,2.2941
P67632,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D5,caring,caring,description,care,4,2.2759
P67632,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A1,walk,walk,action,walk,3.0714285714285716,NA
P67632,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A2,talk,talk,action,talk,3.7142857142857144,NA
P67632,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D1,kind,kind,description,kind,3.7142857142857144,2.5
P67632,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D2,trusting,trusting,description,trust,3.6666666666666665,3.1212
P67632,11,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A1,wish,wish,action,wish,3.5714285714285716,3.2222
P67632,11,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A2,look,look,action,look,3.5,NA
P67632,11,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A3,holding,holding,action,hold,3,3.6774
P67632,12,L185,GRANDMA WISHES,female-biased,description,GRANDMA,m,f,D1,loving,loving,description,love,4.4,2.2941
P67632,12,L185,GRANDMA WISHES,female-biased,description,GRANDMA,m,f,D2,sweet,sweet,description,sweet,4.285714285714286,2.1471
P67632,12,L185,GRANDMA WISHES,female-biased,description,GRANDMA,m,f,D3,joyful,joyful,description,joyful,3.75,3.1515
P67681,3,L223,IN THE NIGHT KITCHEN,neutral,activity,MICKEY,m,m,A1,skipped,skipped,action,skip,3.0833333333333335,NA
P67681,3,L223,IN THE NIGHT KITCHEN,neutral,activity,MICKEY,m,m,A2,slid,slid,action,slide,3.1333333333333333,3.9118
P67681,3,L223,IN THE NIGHT KITCHEN,neutral,activity,MICKEY,m,m,A3,sang,sang,action,sing,3.8,2.8125
P67681,4,L223,IN THE NIGHT KITCHEN,neutral,description,MICKEY,m,m,D1,animated,animated,description,animate,NA,NA
P67681,4,L223,IN THE NIGHT KITCHEN,neutral,description,MICKEY,m,m,D2,active,active,description,active,2.4,4.2
P67681,4,L223,IN THE NIGHT KITCHEN,neutral,description,MICKEY,m,m,D3,energetic,energetic,description,energetic,2.8333333333333335,NA
P67681,6,M23,THE GIVING TREE,neutral,activity,BOY,m,m,A1,climb,climb,action,climb,2.5,4.6765
P67681,6,M23,THE GIVING TREE,neutral,activity,BOY,m,m,A2,sleep,sleep,action,sleep,3.3076923076923075,3.6765
P67681,6,M23,THE GIVING TREE,neutral,activity,BOY,m,m,A3,eat,eat,action,eat,2.8,4
P67681,7,M23,THE GIVING TREE,neutral,description,BOY,m,m,D1,loving,loving,description,love,4.4,2.2941
P67681,7,M23,THE GIVING TREE,neutral,description,BOY,m,m,D2,happy,happy,description,happy,3.3333333333333335,3.3333
P67681,7,M23,THE GIVING TREE,neutral,description,BOY,m,m,D3,innocent,innocent,description,innocent,4,2.5714
