participant_id,trial_index,book_id,title,gender_group,question_type,character_name,character_type,character_gender,question_id,raw_response,word_tidy,correct_pos,word_tidy_lemma,human_gender_estimate_us,human_gender_estimate_glasgow
P67777,11,M66,FROGGY GOES TO BED,neutral,activity,FROGGY,m,m,A4,hugged,hugged,action,hug,3.857142857142857,2.3333
P67777,11,M66,FROGGY GOES TO BED,neutral,activity,FROGGY,m,m,A5,took a bath,took,action,take,2.5,4.3235
P67777,12,M66,FROGGY GOES TO BED,neutral,description,FROGGY,m,m,D1,pooped,pooped,description,pooped,2.9166666666666665,NA
P67777,12,M66,FROGGY GOES TO BED,neutral,description,FROGGY,m,m,D2,thirsty,thirsty,description,thirsty,2.9166666666666665,3.8857
P67777,12,M66,FROGGY GOES TO BED,neutral,description,FROGGY,m,m,D3,not tired,not,description,not,3.0625,NA
P67777,13,M66,FROGGY GOES TO BED,neutral,activity,MOTHER,s,f,A1,called to froggy,called,action,call,3.1666666666666665,3.6667
P67777,13,M66,FROGGY GOES TO BED,neutral,activity,MOTHER,s,f,A2,wrapped him,wrapped,action,wrap,3.25,3.5882
P67777,13,M66,FROGGY GOES TO BED,neutral,activity,MOTHER,s,f,A3,kissed,kissed,action,kiss,3.9,2.2059
P67777,13,M66,FROGGY GOES TO BED,neutral,activity,MOTHER,s,f,A4,read,read,action,read,3.4,3.6
P67777,13,M66,FROGGY GOES TO BED,neutral,activity,MOTHER,s,f,A5,fell asleep,fell,action,fall,2.857142857142857,4.1875
P67777,14,M66,FROGGY GOES TO BED,neutral,description,MOTHER,s,f,D1,tired,tired,description,tire,2.2857142857142856,4.4688
P67777,14,M66,FROGGY GOES TO BED,neutral,description,MOTHER,s,f,D2,like a horse,like,description,like,3.357142857142857,2.9714
P67784,3,M1,"BARK, GEORGE",male-biased,activity,GEORGE,m,m,A1,Run,run,action,run,2.7,4.6765
P67784,3,M1,"BARK, GEORGE",male-biased,activity,GEORGE,m,m,A2,eat,eat,action,eat,2.8,4
P67784,3,M1,"BARK, GEORGE",male-biased,activity,GEORGE,m,m,A3,play,play,action,play,2.8,3.5294
P67784,3,M1,"BARK, GEORGE",male-biased,activity,GEORGE,m,m,A4,eat,eat,action,eat,2.8,4
P67784,3,M1,"BARK, GEORGE",male-biased,activity,GEORGE,m,m,A5,Run,run,action,run,2.7,4.6765
P67784,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D1,pretty,pretty,description,pretty,4.714285714285714,1.5484
P67784,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D2,loud,loud,description,loud,2.0714285714285716,4.9394
P67784,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D3,loud,loud,description,loud,2.0714285714285716,4.9394
P67784,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D4,clever,clever,description,clever,3.0833333333333335,4
P67784,4,M1,"BARK, GEORGE",male-biased,description,GEORGE,m,m,D5,clever,clever,description,clever,3.0833333333333335,4
P67784,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A1,Run,run,action,run,2.7,4.6765
P67784,5,M1,"BARK, GEORGE",male-biased,activity,GEORGE'S MOTHER,s,f,A2,play,play,action,play,2.8,3.5294
P67784,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D1,loud,loud,description,loud,2.0714285714285716,4.9394
P67784,6,M1,"BARK, GEORGE",male-biased,description,GEORGE'S MOTHER,s,f,D2,pretty,pretty,description,pretty,4.714285714285714,1.5484
P67784,8,M57,MAISY GOES TO THE LIBRARY,female-biased,activity,MAISY,m,f,A1,read,read,action,read,3.4,3.6
P67784,8,M57,MAISY GOES TO THE LIBRARY,female-biased,activity,MAISY,m,f,A2,listen,listen,action,listen,3.5714285714285716,NA
P67784,8,M57,MAISY GOES TO THE LIBRARY,female-biased,activity,MAISY,m,f,A3,see,see,action,see,2.9,NA
P67784,9,M57,MAISY GOES TO THE LIBRARY,female-biased,description,MAISY,m,f,D1,fun,fun,description,fun,3,3.3529
P67784,9,M57,MAISY GOES TO THE LIBRARY,female-biased,description,MAISY,m,f,D2,curious,curious,description,curious,3.9285714285714284,3.4615
P67784,11,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A1,arguing,arguing,action,argue,2.5,4.2059
P67784,11,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A2,talking,talking,action,talk,3.7142857142857144,NA
P67784,11,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A3,play,play,action,play,2.8,3.5294
P67784,12,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D1,rude,rude,description,rude,2.5384615384615383,4.8485
P67784,12,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D2,wrong,wrong,description,wrong,2.642857142857143,4.625
P67784,12,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D3,misbehaving,misbehaving,description,misbehave,2.4,NA
P67814,3,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA,m,f,A1,cry,cry,action,cry,4,2.7576
P67814,3,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA,m,f,A2,complain,complain,action,complain,3.6666666666666665,NA
P67814,3,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA,m,f,A3,forgive,forgive,action,forgive,NA,NA
P67814,3,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA,m,f,A4,search,search,action,search,2.6666666666666665,NA
P67814,3,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA,m,f,A5,yell,yell,action,yell,2.6,NA
P67814,4,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA,m,f,D1,childish,childish,description,childish,2.5,NA
P67814,4,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA,m,f,D2,caring,caring,description,care,4,2.2759
P67814,4,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA,m,f,D3,demanding,demanding,description,demand,2.1666666666666665,NA
P67814,4,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA,m,f,D4,forgetful,forgetful,description,forgetful,3.4166666666666665,4.4706
P67814,4,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA,m,f,D5,spoiled,spoiled,description,spoil,2.7857142857142856,NA
P67814,5,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA'S MOTHER,s,f,A1,help,help,action,help,3.5625,3.2059
P67814,5,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,activity,OLIVIA'S MOTHER,s,f,A2,work,work,action,work,2.75,4.8824
P67814,6,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA'S MOTHER,s,f,D1,caring,caring,description,care,4,2.2759
P67814,6,M69,OLIVIA. . . AND THE MISSING TOY,female-biased,description,OLIVIA'S MOTHER,s,f,D2,understanding,understanding,description,understand,3.3076923076923075,NA
P67814,8,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,activity,LITTLE BEAR,m,m,A1,play,play,action,play,2.8,3.5294
P67814,8,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,activity,LITTLE BEAR,m,m,A2,complain,complain,action,complain,3.6666666666666665,NA
P67814,9,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,description,LITTLE BEAR,m,m,D1,childish,childish,description,childish,2.5,NA
P67814,9,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,description,LITTLE BEAR,m,m,D2,demanding,demanding,description,demand,2.1666666666666665,NA
P67814,10,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,activity,MOTHER BEAR,s,f,A1,help,help,action,help,3.5625,3.2059
P67814,10,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,activity,MOTHER BEAR,s,f,A2,search,search,action,search,2.6666666666666665,NA
P67814,11,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,description,MOTHER BEAR,s,f,D1,helpful,helpful,description,helpful,3.8333333333333335,3.1
P67814,11,L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,neutral,description,MOTHER BEAR,s,f,D2,calm,calm,description,calm,4,3.2059
P67814,13,M93,SHOW DOG,neutral,activity,ED,m,m,A1,spin,spin,action,spin,3.3076923076923075,3.9118
P67814,13,M93,SHOW DOG,neutral,activity,ED,m,m,A2,celebrate,celebrate,action,celebrate,3.7,3.4375
P67814,14,M93,SHOW DOG,neutral,description,ED,m,m,D1,happy,happy,description,happy,3.3333333333333335,3.3333
P67814,14,M93,SHOW DOG,neutral,description,ED,m,m,D2,dirty,dirty,description,dirty,2.3333333333333335,5.0294
P67814,15,M93,SHOW DOG,neutral,activity,PRINCESS,m,f,A1,jump,jump,action,jump,2.8666666666666667,NA
P67814,15,M93,SHOW DOG,neutral,activity,PRINCESS,m,f,A2,roll over,roll,action,roll,3.066666666666667,4.2188
P67814,16,M93,SHOW DOG,neutral,description,PRINCESS,m,f,D1,happy,happy,description,happy,3.3333333333333335,3.3333
P67814,16,M93,SHOW DOG,neutral,description,PRINCESS,m,f,D2,clever,clever,description,clever,3.0833333333333335,4
P67822,3,L131,ARTHUR'S NOSE,male-biased,activity,ARTHUR,m,m,A1,try on noses,try,action,try,3.0625,NA
P67822,3,L131,ARTHUR'S NOSE,male-biased,activity,ARTHUR,m,m,A2,sniffle,sniffle,action,sniffle,4,NA
P67822,3,L131,ARTHUR'S NOSE,male-biased,activity,ARTHUR,m,m,A3,play,play,action,play,2.8,3.5294
P67822,4,L131,ARTHUR'S NOSE,male-biased,description,ARTHUR,m,m,D1,worried,worried,description,worry,3.5384615384615383,2.9091
P67822,4,L131,ARTHUR'S NOSE,male-biased,description,ARTHUR,m,m,D2,self-conscious,self,description,self,3.5833333333333335,NA
P67822,6,L175,WHISTLE FOR WILLIE,male-biased,activity,PETER,m,m,A1,whistle,whistle,action,whistle,2.9,4.6129
P67822,6,L175,WHISTLE FOR WILLIE,male-biased,activity,PETER,m,m,A2,turn,turn,action,turn,3,NA
P67822,6,L175,WHISTLE FOR WILLIE,male-biased,activity,PETER,m,m,A3,walk,walk,action,walk,3.0714285714285716,NA
P67822,6,L175,WHISTLE FOR WILLIE,male-biased,activity,PETER,m,m,A4,blow,blow,action,blow,2.533333333333333,4.1818
P67822,6,L175,WHISTLE FOR WILLIE,male-biased,activity,PETER,m,m,A5,jump,jump,action,jump,2.8666666666666667,NA
P67822,7,L175,WHISTLE FOR WILLIE,male-biased,description,PETER,m,m,D1,determined,determined,description,determine,2.25,4.4118
P67822,7,L175,WHISTLE FOR WILLIE,male-biased,description,PETER,m,m,D2,jealous,jealous,description,jealous,3.8461538461538463,3.0938
P67822,9,M64,LADYBUG GIRL AT THE BEACH,female-biased,activity,LULU,m,f,A1,swim,swim,action,swim,3.4285714285714284,3.9355
P67822,9,M64,LADYBUG GIRL AT THE BEACH,female-biased,activity,LULU,m,f,A2,walk,walk,action,walk,3.0714285714285716,NA
P67822,9,M64,LADYBUG GIRL AT THE BEACH,female-biased,activity,LULU,m,f,A3,build,build,action,build,2.0714285714285716,5.4688
P67822,9,M64,LADYBUG GIRL AT THE BEACH,female-biased,activity,LULU,m,f,A4,flies a kite,flies,action,fly,2.742857142857143,4.1852
P67822,9,M64,LADYBUG GIRL AT THE BEACH,female-biased,activity,LULU,m,f,A5,digs,digs,NA,dig,1.9285714285714286,NA
P67822,10,M64,LADYBUG GIRL AT THE BEACH,female-biased,description,LULU,m,f,D1,scared,scared,description,scare,2.4,4.2143
P67822,10,M64,LADYBUG GIRL AT THE BEACH,female-biased,description,LULU,m,f,D2,excited,excited,description,excite,3.7,NA
P67822,10,M64,LADYBUG GIRL AT THE BEACH,female-biased,description,LULU,m,f,D3,aversive,aversion,description,aversion,NA,NA
P67848,3,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A1,play saxophone,play,action,play,2.8,3.5294
P67848,3,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A2,strolled down Main Street,strolled,action,stroll,3.25,3.2059
P67848,3,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A3,made a band,made,action,make,3.2,3.7813
P67848,3,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A4,practiced,practiced,action,practice,2.9411764705882355,3.9394
P67848,3,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A5,went outside,went,action,go,2.8333333333333335,NA
P67848,4,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D1,hardworking,hardworking,description,hardworking,2.1,NA
P67848,4,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D2,dedicated,dedicated,description,dedicate,3.0833333333333335,NA
P67848,4,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D3,loud,loud,description,loud,2.0714285714285716,4.9394
P67848,4,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D4,young,young,description,young,3.3,3.1379
P67848,4,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D5,friendly,friendly,description,friendly,3.642857142857143,2.8125
P67848,5,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A1,talk to Miles,talk,action,talk,3.7142857142857144,NA
P67848,5,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A2,send Miles outside,send,action,send,3.0625,3.8065
P67848,5,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A3,rest,rest,action,rest,3.2142857142857144,3.6667
P67848,5,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A4,complain,complain,action,complain,3.6666666666666665,NA
P67848,5,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A5,relax,relax,action,relax,3.25,3.8462
P67848,6,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D1,patient,patient,description,patient,3.230769230769231,3.303
P67848,6,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D2,polite,polite,description,polite,3.75,3
P67848,6,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D3,strict,strict,description,strict,1.8333333333333333,4.2692
P67848,6,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D4,annoyed,annoyed,description,annoy,2.4,4.5
P67848,6,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D5,kind,kind,description,kind,3.7142857142857144,2.5
P67848,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A1,leave,leave,action,leave,2.7857142857142856,NA
P67848,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A2,tell reader to not let the pigeon drive the bus,tell,action,tell,3.0833333333333335,NA
P67848,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A3,come back,come,action,come,2.7,NA
P67848,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A4,thank the reader,thank,action,thank,3.2857142857142856,3.2667
P67848,8,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,activity,THE BUS DRIVER,m,m,A5,be thankful,be,action,be,2.9166666666666665,NA
P67848,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D1,cautious,cautious,description,cautious,3.6,3.75
P67848,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D2,warning,warning,description,warn,2.5,4.5152
P67848,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D3,knowledgable,knowledgable,description,knowledgable,NA,NA
P67848,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D4,experienced,experienced,description,experience,NA,NA
P67848,9,M31,DON'T LET THE PIGEON DRIVE THE BUS,neutral,description,THE BUS DRIVER,m,m,D5,trusting,trusting,description,trust,3.6666666666666665,3.1212
P67848,11,M10,THE SNOWY DAY,male-biased,activity,PETER,m,m,A1,look out the window,look,action,look,3.5,NA
P67848,11,M10,THE SNOWY DAY,male-biased,activity,PETER,m,m,A2,wake up,wake,action,wake,3.4,4.1034
P67848,11,M10,THE SNOWY DAY,male-biased,activity,PETER,m,m,A3,walked with his toes pointed,walked,action,walk,3.0714285714285716,NA
P67848,11,M10,THE SNOWY DAY,male-biased,activity,PETER,m,m,A4,made a smiling snowman,made,action,make,3.2,3.7813
P67848,11,M10,THE SNOWY DAY,male-biased,activity,PETER,m,m,A5,put snowball in his pocket,put,action,put,3.125,NA
P67848,12,M10,THE SNOWY DAY,male-biased,description,PETER,m,m,D1,curious,curious,description,curious,3.9285714285714284,3.4615
P67848,12,M10,THE SNOWY DAY,male-biased,description,PETER,m,m,D2,gullible,gullible,description,gullible,NA,4.1935
P67848,12,M10,THE SNOWY DAY,male-biased,description,PETER,m,m,D3,young,young,description,young,3.3,3.1379
P67848,12,M10,THE SNOWY DAY,male-biased,description,PETER,m,m,D4,adventurous,adventurous,description,adventurous,1.8333333333333333,NA
P67848,12,M10,THE SNOWY DAY,male-biased,description,PETER,m,m,D5,fun,fun,description,fun,3,3.3529
P67857,3,L198,MORTIMER,male-biased,activity,MORTIMER,m,m,A1,sing,sing,action,sing,3.8,2.8125
P67857,3,L198,MORTIMER,male-biased,activity,MORTIMER,m,m,A2,sleep,sleep,action,sleep,3.3076923076923075,3.6765
P67857,3,L198,MORTIMER,male-biased,activity,MORTIMER,m,m,A3,shake head,shake,action,shake,3.1,4.2258
P67857,3,L198,MORTIMER,male-biased,activity,MORTIMER,m,m,A4,go upstairs,go,action,go,2.8333333333333335,NA
P67857,4,L198,MORTIMER,male-biased,description,MORTIMER,m,m,D1,clever,clever,description,clever,3.0833333333333335,4
P67857,4,L198,MORTIMER,male-biased,description,MORTIMER,m,m,D2,loud,loud,description,loud,2.0714285714285716,4.9394
P67857,5,L198,MORTIMER,male-biased,activity,MORTIMER'S MOTHER,s,f,A1,open the dooor,open,action,open,3.5,3.2188
P67857,5,L198,MORTIMER,male-biased,activity,MORTIMER'S MOTHER,s,f,A2,go upstairs,go,action,go,2.8333333333333335,NA
P67857,5,L198,MORTIMER,male-biased,activity,MORTIMER'S MOTHER,s,f,A3,shut the door,shut,action,shut,2.75,NA
P67857,5,L198,MORTIMER,male-biased,activity,MORTIMER'S MOTHER,s,f,A4,throw,throw,action,throw,2.466666666666667,4.9375
P67857,5,L198,MORTIMER,male-biased,activity,MORTIMER'S MOTHER,s,f,A5,fight,fight,action,fight,1.3571428571428572,5.9643
P67857,6,L198,MORTIMER,male-biased,description,MORTIMER'S MOTHER,s,f,D1,angry,angry,description,angry,2,5.4
P67857,6,L198,MORTIMER,male-biased,description,MORTIMER'S MOTHER,s,f,D2,quick,quick,description,quick,2.7142857142857144,3.8636
P67857,7,L198,MORTIMER,male-biased,activity,MORTIMER'S FATHER,s,m,A1,hear,hear,action,hear,3,3.9375
P67857,7,L198,MORTIMER,male-biased,activity,MORTIMER'S FATHER,s,m,A2,come up stairs,come,action,come,2.7,NA
P67857,7,L198,MORTIMER,male-biased,activity,MORTIMER'S FATHER,s,m,A3,open door,open,action,open,3.5,3.2188
P67857,7,L198,MORTIMER,male-biased,activity,MORTIMER'S FATHER,s,m,A4,yell,yell,action,yell,2.6,NA
P67857,7,L198,MORTIMER,male-biased,activity,MORTIMER'S FATHER,s,m,A5,go back down,go,action,go,2.8333333333333335,NA
P67857,8,L198,MORTIMER,male-biased,description,MORTIMER'S FATHER,s,m,D1,normal,normal,description,normal,NA,NA
P67857,8,L198,MORTIMER,male-biased,description,MORTIMER'S FATHER,s,m,D2,quick,quick,description,quick,2.7142857142857144,3.8636
P67857,10,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A1,see,see,action,see,2.9,NA
P67857,10,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A2,hear,hear,action,hear,3,3.9375
P67857,10,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A3,wish,wish,action,wish,3.5714285714285716,3.2222
P67857,10,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A4,say,say,action,say,3.3125,NA
P67857,10,L185,GRANDMA WISHES,female-biased,activity,GRANDMA,m,f,A5,hold,hold,action,hold,3,3.6774
P67857,11,L185,GRANDMA WISHES,female-biased,description,GRANDMA,m,f,D1,sweet,sweet,description,sweet,4.285714285714286,2.1471
P67857,11,L185,GRANDMA WISHES,female-biased,description,GRANDMA,m,f,D2,loving,loving,description,love,4.4,2.2941
P67857,11,L185,GRANDMA WISHES,female-biased,description,GRANDMA,m,f,D3,caring,caring,description,care,4,2.2759
P67857,13,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A1,practice,practice,NA,practice,2.9411764705882355,3.9394
P67857,13,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A2,stroll,stroll,action,stroll,3.25,3.2059
P67857,13,L169,MAMA DON'T ALLOW,neutral,activity,MILES,m,m,A3,play,play,action,play,2.8,3.5294
P67857,14,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D1,clever,clever,description,clever,3.0833333333333335,4
P67857,14,L169,MAMA DON'T ALLOW,neutral,description,MILES,m,m,D2,active,active,description,active,2.4,4.2
P67857,15,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A1,say,say,action,say,3.3125,NA
P67857,15,L169,MAMA DON'T ALLOW,neutral,activity,MAMA,s,f,A2,don't allow,dont,NA,do,2.8,NA
P67857,16,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D1,clever,clever,description,clever,3.0833333333333335,4
P67857,16,L169,MAMA DON'T ALLOW,neutral,description,MAMA,s,f,D2,caring,caring,description,care,4,2.2759
P67875,3,L242,GRUMPY BIRD,neutral,activity,BIRD,m,m,A1,walk,walk,action,walk,3.0714285714285716,NA
P67875,3,L242,GRUMPY BIRD,neutral,activity,BIRD,m,m,A2,fly,fly,action,fly,2.742857142857143,4.1852
P67875,3,L242,GRUMPY BIRD,neutral,activity,BIRD,m,m,A3,stood,stood,action,stand,2.5,4.3667
P67875,3,L242,GRUMPY BIRD,neutral,activity,BIRD,m,m,A4,jumped,jumped,action,jump,2.8666666666666667,NA
P67875,3,L242,GRUMPY BIRD,neutral,activity,BIRD,m,m,A5,shout,shout,action,shout,2,NA
P67875,4,L242,GRUMPY BIRD,neutral,description,BIRD,m,m,D1,grumpy,grumpy,description,grumpy,1.8571428571428572,NA
P67875,4,L242,GRUMPY BIRD,neutral,description,BIRD,m,m,D2,fun,fun,description,fun,3,3.3529
P67875,6,L167,HOW ROCKET LEARNED TO READ,neutral,activity,ROCKET,m,m,A1,play,play,action,play,2.8,3.5294
P67875,6,L167,HOW ROCKET LEARNED TO READ,neutral,activity,ROCKET,m,m,A2,chase,chase,action,chase,2.5,NA
P67875,6,L167,HOW ROCKET LEARNED TO READ,neutral,activity,ROCKET,m,m,A3,listen,listen,action,listen,3.5714285714285716,NA
P67875,6,L167,HOW ROCKET LEARNED TO READ,neutral,activity,ROCKET,m,m,A4,sniff,sniff,action,sniff,2.75,NA
P67875,6,L167,HOW ROCKET LEARNED TO READ,neutral,activity,ROCKET,m,m,A5,shout,shout,action,shout,2,NA
P67875,7,L167,HOW ROCKET LEARNED TO READ,neutral,description,ROCKET,m,m,D1,good,good,description,good,3.3125,3.6129
P67875,7,L167,HOW ROCKET LEARNED TO READ,neutral,description,ROCKET,m,m,D2,little,little,description,little,3.7857142857142856,3.2424
P67875,7,L167,HOW ROCKET LEARNED TO READ,neutral,description,ROCKET,m,m,D3,crisp,crisp,description,crisp,3.076923076923077,4.5
P67875,7,L167,HOW ROCKET LEARNED TO READ,neutral,description,ROCKET,m,m,D4,delicious,delicious,description,delicious,3.8333333333333335,2.8182
P67875,7,L167,HOW ROCKET LEARNED TO READ,neutral,description,ROCKET,m,m,D5,earthly,earthly,description,earthly,NA,NA
P67875,9,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A1,misbehaving,misbehaving,action,misbehave,2.4,NA
P67875,9,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A2,looking,looking,action,look,3.5,NA
P67875,9,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A3,whispered,whispered,action,whisper,4.25,2.8148
P67875,9,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A4,giggled,giggled,action,giggle,NA,1.9118
P67875,9,L103,MISS NELSON IS MISSING,female-biased,activity,MISS NELSON/MISS SWAMP,m,f,A5,squirmed,squirmed,action,squirm,NA,NA
P67875,10,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D1,ugly,ugly,description,ugly,2.7857142857142856,4.1765
P67875,10,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D2,black,black,description,black,2.6,5.0588
P67875,10,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D3,sweet,sweet,description,sweet,4.285714285714286,2.1471
P67875,10,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D4,wicked,wicked,description,wicked,3.5384615384615383,3.3529
P67875,10,L103,MISS NELSON IS MISSING,female-biased,description,MISS NELSON/MISS SWAMP,m,f,D5,angry,angry,description,angry,2,5.4
P67878,3,L144,SLOW LORIS,neutral,activity,LORIS,m,m,A1,eat,eat,action,eat,2.8,4
P67878,3,L144,SLOW LORIS,neutral,activity,LORIS,m,m,A2,get up,get,action,get,3.25,NA
P67878,3,L144,SLOW LORIS,neutral,activity,LORIS,m,m,A3,hung around,hung,action,hang,2.5,4.2759
P67878,3,L144,SLOW LORIS,neutral,activity,LORIS,m,m,A4,sleep,sleep,action,sleep,3.3076923076923075,3.6765
P67878,3,L144,SLOW LORIS,neutral,activity,LORIS,m,m,A5,does noise,does,action,do,2.8,NA
P67878,4,L144,SLOW LORIS,neutral,description,LORIS,m,m,D1,slow,slow,description,slow,3.0625,3.7667
P67878,4,L144,SLOW LORIS,neutral,description,LORIS,m,m,D2,boring,boring,description,bore,2.5,NA
P67878,4,L144,SLOW LORIS,neutral,description,LORIS,m,m,D3,pretty,pretty,description,pretty,4.714285714285714,1.5484
P67878,4,L144,SLOW LORIS,neutral,description,LORIS,m,m,D4,loud,loud,description,loud,2.0714285714285716,4.9394
P67878,4,L144,SLOW LORIS,neutral,description,LORIS,m,m,D5,tired,tired,description,tire,2.2857142857142856,4.4688
P67878,6,M47,I'M A BIG SISTER,female-biased,activity,BIG SISTER,m,f,A1,walk,walk,action,walk,3.0714285714285716,NA
P67878,6,M47,I'M A BIG SISTER,female-biased,activity,BIG SISTER,m,f,A2,talk,talk,action,talk,3.7142857142857144,NA
P67878,6,M47,I'M A BIG SISTER,female-biased,activity,BIG SISTER,m,f,A3,play,play,action,play,2.8,3.5294
P67878,6,M47,I'M A BIG SISTER,female-biased,activity,BIG SISTER,m,f,A4,eat,eat,action,eat,2.8,4
P67878,6,M47,I'M A BIG SISTER,female-biased,activity,BIG SISTER,m,f,A5,drink,drink,action,drink,2.533333333333333,NA
P67878,7,M47,I'M A BIG SISTER,female-biased,description,BIG SISTER,m,f,D1,big,big,description,big,2,NA
