trial_index,participant_id,question_type,book_id,time_elapsed,character_name,question_id,response,title,character_type,character_gender,gender_group
9,P68438,description,L175,458506,PETER,D2,overachiever,WHISTLE FOR WILLIE,m,m,male-biased
11,P68438,activity,L167,548495,ROCKET,A1,play,HOW ROCKET LEARNED TO READ,m,m,neutral
11,P68438,activity,L167,548495,ROCKET,A2,learn,HOW ROCKET LEARNED TO READ,m,m,neutral
11,P68438,activity,L167,548495,ROCKET,A3,read,HOW ROCKET LEARNED TO READ,m,m,neutral
12,P68438,description,L167,563193,ROCKET,D1,playful,HOW ROCKET LEARNED TO READ,m,m,neutral
12,P68438,description,L167,563193,ROCKET,D2,studious,HOW ROCKET LEARNED TO READ,m,m,neutral
12,P68438,description,L167,563193,ROCKET,D3,curious,HOW ROCKET LEARNED TO READ,m,m,neutral
13,P68438,familiarity,NA,569436,NA,book_1,not familiar,NA,NA,NA,NA
13,P68438,familiarity,NA,569436,NA,book_2,not familiar,NA,NA,NA,NA
13,P68438,familiarity,NA,569436,NA,book_3,not familiar,NA,NA,NA,NA
14,P68438,participant_gender,NA,573072,NA,gender,female,NA,NA,NA,NA
3,P68443,activity,M23,409848,BOY,A1,gather,THE GIVING TREE,m,m,neutral
3,P68443,activity,M23,409848,BOY,A2,play,THE GIVING TREE,m,m,neutral
3,P68443,activity,M23,409848,BOY,A3,climb,THE GIVING TREE,m,m,neutral
3,P68443,activity,M23,409848,BOY,A4,grew,THE GIVING TREE,m,m,neutral
3,P68443,activity,M23,409848,BOY,A5,cut,THE GIVING TREE,m,m,neutral
4,P68443,description,M23,522839,BOY,D1,little,THE GIVING TREE,m,m,neutral
4,P68443,description,M23,522839,BOY,D2,old,THE GIVING TREE,m,m,neutral
4,P68443,description,M23,522839,BOY,D3,sad,THE GIVING TREE,m,m,neutral
4,P68443,description,M23,522839,BOY,D4,tired,THE GIVING TREE,m,m,neutral
5,P68443,activity,M23,640752,THE TREE,A1,loves,THE GIVING TREE,m,f,neutral
5,P68443,activity,M23,640752,THE TREE,A2,said,THE GIVING TREE,m,f,neutral
5,P68443,activity,M23,640752,THE TREE,A3,whispered,THE GIVING TREE,m,f,neutral
5,P68443,activity,M23,640752,THE TREE,A4,sigh,THE GIVING TREE,m,f,neutral
5,P68443,activity,M23,640752,THE TREE,A5,straighten,THE GIVING TREE,m,f,neutral
6,P68443,description,M23,692774,THE TREE,D1,alone,THE GIVING TREE,m,f,neutral
6,P68443,description,M23,692774,THE TREE,D2,happy,THE GIVING TREE,m,f,neutral
6,P68443,description,M23,692774,THE TREE,D3,sad,THE GIVING TREE,m,f,neutral
6,P68443,description,M23,692774,THE TREE,D4,stump,THE GIVING TREE,m,f,neutral
6,P68443,description,M23,692774,THE TREE,D5,old,THE GIVING TREE,m,f,neutral
8,P68443,activity,M6,1050033,CORDUROY,A1,watched,CORDUROY,m,m,neutral
8,P68443,activity,M6,1050033,CORDUROY,A2,climbed,CORDUROY,m,m,neutral
8,P68443,activity,M6,1050033,CORDUROY,A3,stepped,CORDUROY,m,m,neutral
8,P68443,activity,M6,1050033,CORDUROY,A4,yanked,CORDUROY,m,m,neutral
8,P68443,activity,M6,1050033,CORDUROY,A5,pulled,CORDUROY,m,m,neutral
9,P68443,description,M6,1094565,CORDUROY,D1,bear,CORDUROY,m,m,neutral
9,P68443,description,M6,1094565,CORDUROY,D2,fuzzy,CORDUROY,m,m,neutral
9,P68443,description,M6,1094565,CORDUROY,D3,brown,CORDUROY,m,m,neutral
10,P68443,activity,M6,1161425,LISA,A1,talk,CORDUROY,s,f,neutral
10,P68443,activity,M6,1161425,LISA,A2,counted,CORDUROY,s,f,neutral
10,P68443,activity,M6,1161425,LISA,A3,ran,CORDUROY,s,f,neutral
10,P68443,activity,M6,1161425,LISA,A4,sat,CORDUROY,s,f,neutral
10,P68443,activity,M6,1161425,LISA,A5,sew,CORDUROY,s,f,neutral
11,P68443,description,M6,1234375,LISA,D1,little,CORDUROY,s,f,neutral
11,P68443,description,M6,1234375,LISA,D2,girl,CORDUROY,s,f,neutral
13,P68443,activity,M68,1345930,MAISY,A1,decide,MAISY GOES CAMPING,m,f,neutral
13,P68443,activity,M68,1345930,MAISY,A2,try,MAISY GOES CAMPING,m,f,neutral
13,P68443,activity,M68,1345930,MAISY,A3,work,MAISY GOES CAMPING,m,f,neutral
13,P68443,activity,M68,1345930,MAISY,A4,pitch,MAISY GOES CAMPING,m,f,neutral
14,P68443,description,M68,1441648,MAISY,D1,camper,MAISY GOES CAMPING,m,f,neutral
14,P68443,description,M68,1441648,MAISY,D2,tired,MAISY GOES CAMPING,m,f,neutral
15,P68443,familiarity,NA,1458951,NA,book_1,familiar,NA,NA,NA,NA
15,P68443,familiarity,NA,1458951,NA,book_2,familiar,NA,NA,NA,NA
15,P68443,familiarity,NA,1458951,NA,book_3,familiar,NA,NA,NA,NA
16,P68443,participant_gender,NA,1463179,NA,gender,female,NA,NA,NA,NA
3,P68592,activity,L196,240831,LITTLE BEAR,A1,feel cold,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
3,P68592,activity,L196,240831,LITTLE BEAR,A2,complain ,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
3,P68592,activity,L196,240831,LITTLE BEAR,A3,play,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
4,P68592,description,L196,433195,LITTLE BEAR,D1,happy ,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
4,P68592,description,L196,433195,LITTLE BEAR,D2,hopeful he wont feel cold,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
4,P68592,description,L196,433195,LITTLE BEAR,D3,very easily felt cold,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
4,P68592,description,L196,433195,LITTLE BEAR,D4,"He didnt feel cold after fur coat, indicating he was never really cold but felt that way",LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,m,m,neutral
5,P68592,activity,L196,484589,MOTHER BEAR,A1,Helpful,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
5,P68592,activity,L196,484589,MOTHER BEAR,A2,Made clothes for boy,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
5,P68592,activity,L196,484589,MOTHER BEAR,A3,Patient,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
5,P68592,activity,L196,484589,MOTHER BEAR,A4,Caring Just like a mother,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
6,P68592,description,L196,533362,MOTHER BEAR,D1,helpful,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
6,P68592,description,L196,533362,MOTHER BEAR,D2,caring,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
6,P68592,description,L196,533362,MOTHER BEAR,D3,made things,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
6,P68592,description,L196,533362,MOTHER BEAR,D4,Smart,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,s,f,neutral
8,P68592,activity,M85,668438,MOOSE,A1,demand for stuff,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68592,activity,M85,668438,MOOSE,A2,eat ,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68592,activity,M85,668438,MOOSE,A3,change activities,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68592,activity,M85,668438,MOOSE,A4,sew,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
9,P68592,description,M85,714959,MOOSE,D1,demanding,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
9,P68592,description,M85,714959,MOOSE,D2,very distracted,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
9,P68592,description,M85,714959,MOOSE,D3,hungry,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
9,P68592,description,M85,714959,MOOSE,D4,Just like a small child,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
11,P68592,activity,M64,999298,LULU,A1,play,LADYBUG GIRL AT THE BEACH,m,f,female-biased
11,P68592,activity,M64,999298,LULU,A2,eat icecream,LADYBUG GIRL AT THE BEACH,m,f,female-biased
11,P68592,activity,M64,999298,LULU,A3,take a walk on beach,LADYBUG GIRL AT THE BEACH,m,f,female-biased
11,P68592,activity,M64,999298,LULU,A4,builds castle,LADYBUG GIRL AT THE BEACH,m,f,female-biased
11,P68592,activity,M64,999298,LULU,A5,save her friend Bingo,LADYBUG GIRL AT THE BEACH,m,f,female-biased
12,P68592,description,M64,1056326,LULU,D1,scared (initially),LADYBUG GIRL AT THE BEACH,m,f,female-biased
12,P68592,description,M64,1056326,LULU,D2,not direct about her feelings,LADYBUG GIRL AT THE BEACH,m,f,female-biased
12,P68592,description,M64,1056326,LULU,D3,creative,LADYBUG GIRL AT THE BEACH,m,f,female-biased
12,P68592,description,M64,1056326,LULU,D4,exploratory,LADYBUG GIRL AT THE BEACH,m,f,female-biased
12,P68592,description,M64,1056326,LULU,D5,turns brave to save Bingo,LADYBUG GIRL AT THE BEACH,m,f,female-biased
13,P68592,familiarity,NA,1075978,NA,book_1,familiar,NA,NA,NA,NA
13,P68592,familiarity,NA,1075978,NA,book_2,familiar,NA,NA,NA,NA
13,P68592,familiarity,NA,1075978,NA,book_3,familiar,NA,NA,NA,NA
14,P68592,participant_gender,NA,1078806,NA,gender,Male,NA,NA,NA,NA
3,P68633,activity,M63,165656,TRIXIE,A1,look,KNUFFLE BUNNY,m,f,female-biased
3,P68633,activity,M63,165656,TRIXIE,A2,speak,KNUFFLE BUNNY,m,f,female-biased
3,P68633,activity,M63,165656,TRIXIE,A3,fuss,KNUFFLE BUNNY,m,f,female-biased
3,P68633,activity,M63,165656,TRIXIE,A4,ran,KNUFFLE BUNNY,m,f,female-biased
3,P68633,activity,M63,165656,TRIXIE,A5,help,KNUFFLE BUNNY,m,f,female-biased
4,P68633,description,M63,216772,TRIXIE,D1,upset,KNUFFLE BUNNY,m,f,female-biased
4,P68633,description,M63,216772,TRIXIE,D2,sad,KNUFFLE BUNNY,m,f,female-biased
4,P68633,description,M63,216772,TRIXIE,D3,young,KNUFFLE BUNNY,m,f,female-biased
4,P68633,description,M63,216772,TRIXIE,D4,worried,KNUFFLE BUNNY,m,f,female-biased
4,P68633,description,M63,216772,TRIXIE,D5,unhappy,KNUFFLE BUNNY,m,f,female-biased
5,P68633,activity,M63,245667,TRIXIE'S DADDY,A1,speak,KNUFFLE BUNNY,s,m,female-biased
5,P68633,activity,M63,245667,TRIXIE'S DADDY,A2,look,KNUFFLE BUNNY,s,m,female-biased
5,P68633,activity,M63,245667,TRIXIE'S DADDY,A3,help,KNUFFLE BUNNY,s,m,female-biased
5,P68633,activity,M63,245667,TRIXIE'S DADDY,A4,run,KNUFFLE BUNNY,s,m,female-biased
5,P68633,activity,M63,245667,TRIXIE'S DADDY,A5,pay,KNUFFLE BUNNY,s,m,female-biased
6,P68633,description,M63,321174,TRIXIE'S DADDY,D1,nice,KNUFFLE BUNNY,s,m,female-biased
6,P68633,description,M63,321174,TRIXIE'S DADDY,D2,worried,KNUFFLE BUNNY,s,m,female-biased
6,P68633,description,M63,321174,TRIXIE'S DADDY,D3,comforting,KNUFFLE BUNNY,s,m,female-biased
6,P68633,description,M63,321174,TRIXIE'S DADDY,D4,panicked,KNUFFLE BUNNY,s,m,female-biased
6,P68633,description,M63,321174,TRIXIE'S DADDY,D5,unhappy,KNUFFLE BUNNY,s,m,female-biased
8,P68633,activity,M66,481121,FROGGY,A1,brush,FROGGY GOES TO BED,m,m,neutral
8,P68633,activity,M66,481121,FROGGY,A2,drink,FROGGY GOES TO BED,m,m,neutral
8,P68633,activity,M66,481121,FROGGY,A3,bath,FROGGY GOES TO BED,m,m,neutral
8,P68633,activity,M66,481121,FROGGY,A4,sleep,FROGGY GOES TO BED,m,m,neutral
8,P68633,activity,M66,481121,FROGGY,A5,listen,FROGGY GOES TO BED,m,m,neutral
9,P68633,description,M66,524932,FROGGY,D1,fussy,FROGGY GOES TO BED,m,m,neutral
9,P68633,description,M66,524932,FROGGY,D2,picky,FROGGY GOES TO BED,m,m,neutral
9,P68633,description,M66,524932,FROGGY,D3,hungry,FROGGY GOES TO BED,m,m,neutral
9,P68633,description,M66,524932,FROGGY,D4,thirsty,FROGGY GOES TO BED,m,m,neutral
9,P68633,description,M66,524932,FROGGY,D5,energized,FROGGY GOES TO BED,m,m,neutral
10,P68633,activity,M66,551361,MOTHER,A1,close door,FROGGY GOES TO BED,s,f,neutral
10,P68633,activity,M66,551361,MOTHER,A2,sleep,FROGGY GOES TO BED,s,f,neutral
10,P68633,activity,M66,551361,MOTHER,A3,read,FROGGY GOES TO BED,s,f,neutral
10,P68633,activity,M66,551361,MOTHER,A4,yell,FROGGY GOES TO BED,s,f,neutral
10,P68633,activity,M66,551361,MOTHER,A5,parent,FROGGY GOES TO BED,s,f,neutral
11,P68633,description,M66,613786,MOTHER,D1,nice,FROGGY GOES TO BED,s,f,neutral
11,P68633,description,M66,613786,MOTHER,D2,loving,FROGGY GOES TO BED,s,f,neutral
11,P68633,description,M66,613786,MOTHER,D3,caring,FROGGY GOES TO BED,s,f,neutral
11,P68633,description,M66,613786,MOTHER,D4,tired,FROGGY GOES TO BED,s,f,neutral
11,P68633,description,M66,613786,MOTHER,D5,helpful,FROGGY GOES TO BED,s,f,neutral
13,P68633,activity,M10,724731,PETER,A1,play,THE SNOWY DAY,m,m,male-biased
13,P68633,activity,M10,724731,PETER,A2,climb,THE SNOWY DAY,m,m,male-biased
13,P68633,activity,M10,724731,PETER,A3,drag,THE SNOWY DAY,m,m,male-biased
13,P68633,activity,M10,724731,PETER,A4,look,THE SNOWY DAY,m,m,male-biased
13,P68633,activity,M10,724731,PETER,A5,pick up,THE SNOWY DAY,m,m,male-biased
14,P68633,description,M10,736626,PETER,D1,playful,THE SNOWY DAY,m,m,male-biased
14,P68633,description,M10,736626,PETER,D2,sad,THE SNOWY DAY,m,m,male-biased
14,P68633,description,M10,736626,PETER,D3,fun,THE SNOWY DAY,m,m,male-biased
14,P68633,description,M10,736626,PETER,D4,young,THE SNOWY DAY,m,m,male-biased
14,P68633,description,M10,736626,PETER,D5,innocent,THE SNOWY DAY,m,m,male-biased
15,P68633,familiarity,NA,761154,NA,book_1,not familiar,NA,NA,NA,NA
15,P68633,familiarity,NA,761154,NA,book_2,not familiar,NA,NA,NA,NA
15,P68633,familiarity,NA,761154,NA,book_3,familiar,NA,NA,NA,NA
16,P68633,participant_gender,NA,764437,NA,gender,Male,NA,NA,NA,NA
3,P68652,activity,L169,175893,MILES,A1,practice,MAMA DON'T ALLOW,m,m,neutral
3,P68652,activity,L169,175893,MILES,A2,strolled,MAMA DON'T ALLOW,m,m,neutral
3,P68652,activity,L169,175893,MILES,A3,met,MAMA DON'T ALLOW,m,m,neutral
3,P68652,activity,L169,175893,MILES,A4,play,MAMA DON'T ALLOW,m,m,neutral
3,P68652,activity,L169,175893,MILES,A5,piloted,MAMA DON'T ALLOW,m,m,neutral
4,P68652,description,L169,231233,MILES,D1,excited,MAMA DON'T ALLOW,m,m,neutral
4,P68652,description,L169,231233,MILES,D2,persistent,MAMA DON'T ALLOW,m,m,neutral
4,P68652,description,L169,231233,MILES,D3,childish,MAMA DON'T ALLOW,m,m,neutral
4,P68652,description,L169,231233,MILES,D4,innocent,MAMA DON'T ALLOW,m,m,neutral
4,P68652,description,L169,231233,MILES,D5,curious,MAMA DON'T ALLOW,m,m,neutral
5,P68652,activity,L169,274449,MAMA,A1,said,MAMA DON'T ALLOW,s,f,neutral
5,P68652,activity,L169,274449,MAMA,A2,forbid,MAMA DON'T ALLOW,s,f,neutral
6,P68652,description,L169,307459,MAMA,D1,caring,MAMA DON'T ALLOW,s,f,neutral
6,P68652,description,L169,307459,MAMA,D2,sensitive to sound,MAMA DON'T ALLOW,s,f,neutral
8,P68652,activity,M85,439307,MOOSE,A1,eat,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68652,activity,M85,439307,MOOSE,A2,sew,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68652,activity,M85,439307,MOOSE,A3,put on a show,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68652,activity,M85,439307,MOOSE,A4,clean,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
8,P68652,activity,M85,439307,MOOSE,A5,hang the sheet,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
9,P68652,description,M85,468117,MOOSE,D1,distracted,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
9,P68652,description,M85,468117,MOOSE,D2,energetic,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
11,P68652,activity,L107,596131,THOMAS,A1,travels,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
11,P68652,activity,L107,596131,THOMAS,A2,blows horn,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
12,P68652,description,L107,612880,THOMAS,D1,eager to please,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
12,P68652,description,L107,612880,THOMAS,D2,persistent,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
12,P68652,description,L107,612880,THOMAS,D3,anxious,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
13,P68652,familiarity,NA,627871,NA,book_1,not familiar,NA,NA,NA,NA
13,P68652,familiarity,NA,627871,NA,book_2,familiar,NA,NA,NA,NA
13,P68652,familiarity,NA,627871,NA,book_3,not familiar,NA,NA,NA,NA
14,P68652,participant_gender,NA,631390,NA,gender,M,NA,NA,NA,NA
3,P68667,activity,M89,362031,LAURA,A1,play,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
3,P68667,activity,M89,362031,LAURA,A2,bake,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
3,P68667,activity,M89,362031,LAURA,A3,clap,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
4,P68667,description,M89,407019,LAURA,D1,cheerful,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
4,P68667,description,M89,407019,LAURA,D2,active,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
4,P68667,description,M89,407019,LAURA,D3,little,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
4,P68667,description,M89,407019,LAURA,D4,happy,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
4,P68667,description,M89,407019,LAURA,D5,energetic ,WINTER DAYS IN THE BIG WOODS,m,f,female-biased
5,P68667,activity,M89,449464,MARY,A1,churn,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
5,P68667,activity,M89,449464,MARY,A2,bake,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
5,P68667,activity,M89,449464,MARY,A3,clap,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
5,P68667,activity,M89,449464,MARY,A4,played,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
6,P68667,description,M89,485679,MARY,D1,fun,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
6,P68667,description,M89,485679,MARY,D2,generous,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
6,P68667,description,M89,485679,MARY,D3,energetic,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
6,P68667,description,M89,485679,MARY,D4,mature,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
7,P68667,activity,M89,557240,MA,A1,played,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
7,P68667,activity,M89,557240,MA,A2,bake,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
7,P68667,activity,M89,557240,MA,A3,churn,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
8,P68667,description,M89,593063,MA,D1,caring,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
8,P68667,description,M89,593063,MA,D2,sweet,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
8,P68667,description,M89,593063,MA,D3,inclusive,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
8,P68667,description,M89,593063,MA,D4,lighthearted,WINTER DAYS IN THE BIG WOODS,s,f,female-biased
9,P68667,activity,M89,646274,PA,A1,sing,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
9,P68667,activity,M89,646274,PA,A2,played,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
9,P68667,activity,M89,646274,PA,A3,storytelling,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
10,P68667,description,M89,669869,PA,D1,proud,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
10,P68667,description,M89,669869,PA,D2,energetic,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
10,P68667,description,M89,669869,PA,D3,manly,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
10,P68667,description,M89,669869,PA,D4,lighthearted,WINTER DAYS IN THE BIG WOODS,s,m,female-biased
12,P68667,activity,L175,831727,PETER,A1,whistle,WHISTLE FOR WILLIE,m,m,male-biased
12,P68667,activity,L175,831727,PETER,A2,play,WHISTLE FOR WILLIE,m,m,male-biased
12,P68667,activity,L175,831727,PETER,A3,dress up,WHISTLE FOR WILLIE,m,m,male-biased
12,P68667,activity,L175,831727,PETER,A4,draw,WHISTLE FOR WILLIE,m,m,male-biased
13,P68667,description,L175,866225,PETER,D1,Persistent ,WHISTLE FOR WILLIE,m,m,male-biased
13,P68667,description,L175,866225,PETER,D2,fun,WHISTLE FOR WILLIE,m,m,male-biased
13,P68667,description,L175,866225,PETER,D3,energetic,WHISTLE FOR WILLIE,m,m,male-biased
13,P68667,description,L175,866225,PETER,D4,silly,WHISTLE FOR WILLIE,m,m,male-biased
15,P68667,activity,M74,1060324,BEAR,A1,eats,BEAR WANTS MORE,m,m,male-biased
15,P68667,activity,M74,1060324,BEAR,A2,hunts,BEAR WANTS MORE,m,m,male-biased
15,P68667,activity,M74,1060324,BEAR,A3,walks,BEAR WANTS MORE,m,m,male-biased
16,P68667,description,M74,1086625,BEAR,D1,hungry,BEAR WANTS MORE,m,m,male-biased
16,P68667,description,M74,1086625,BEAR,D2,friendly,BEAR WANTS MORE,m,m,male-biased
16,P68667,description,M74,1086625,BEAR,D3,ambitious ,BEAR WANTS MORE,m,m,male-biased
17,P68667,familiarity,NA,1099702,NA,book_1,familiar,NA,NA,NA,NA
17,P68667,familiarity,NA,1099702,NA,book_2,not familiar,NA,NA,NA,NA
17,P68667,familiarity,NA,1099702,NA,book_3,not familiar,NA,NA,NA,NA
18,P68667,participant_gender,NA,1104418,NA,gender,Female,NA,NA,NA,NA
3,P68684,activity,M10,67286,PETER,A1,Down Fell Snow,THE SNOWY DAY,m,m,male-biased
3,P68684,activity,M10,67286,PETER,A2,Woke up,THE SNOWY DAY,m,m,male-biased
3,P68684,activity,M10,67286,PETER,A3,Look out the window,THE SNOWY DAY,m,m,male-biased
3,P68684,activity,M10,67286,PETER,A4,Dreaming,THE SNOWY DAY,m,m,male-biased
3,P68684,activity,M10,67286,PETER,A5,talked to mother,THE SNOWY DAY,m,m,male-biased
4,P68684,description,M10,106899,PETER,D1,Dreaming,THE SNOWY DAY,m,m,male-biased
4,P68684,description,M10,106899,PETER,D2,Childish,THE SNOWY DAY,m,m,male-biased
4,P68684,description,M10,106899,PETER,D3,Honest,THE SNOWY DAY,m,m,male-biased
4,P68684,description,M10,106899,PETER,D4,Funny,THE SNOWY DAY,m,m,male-biased
4,P68684,description,M10,106899,PETER,D5,Clever,THE SNOWY DAY,m,m,male-biased
6,P68684,activity,M47,196442,BIG SISTER,A1,Sing,I'M A BIG SISTER,m,f,female-biased
6,P68684,activity,M47,196442,BIG SISTER,A2,Talk,I'M A BIG SISTER,m,f,female-biased
6,P68684,activity,M47,196442,BIG SISTER,A3,Play,I'M A BIG SISTER,m,f,female-biased
6,P68684,activity,M47,196442,BIG SISTER,A4,Walk,I'M A BIG SISTER,m,f,female-biased
6,P68684,activity,M47,196442,BIG SISTER,A5,Eat,I'M A BIG SISTER,m,f,female-biased
7,P68684,description,M47,215259,BIG SISTER,D1,Clever,I'M A BIG SISTER,m,f,female-biased
7,P68684,description,M47,215259,BIG SISTER,D2,Childish,I'M A BIG SISTER,m,f,female-biased
7,P68684,description,M47,215259,BIG SISTER,D3,Fun,I'M A BIG SISTER,m,f,female-biased
7,P68684,description,M47,215259,BIG SISTER,D4,Pretty,I'M A BIG SISTER,m,f,female-biased
7,P68684,description,M47,215259,BIG SISTER,D5,Narrative,I'M A BIG SISTER,m,f,female-biased
9,P68684,activity,M63,250534,TRIXIE,A1,Speak,KNUFFLE BUNNY,m,f,female-biased
9,P68684,activity,M63,250534,TRIXIE,A2,Went on Errand,KNUFFLE BUNNY,m,f,female-biased
9,P68684,activity,M63,250534,TRIXIE,A3,walked,KNUFFLE BUNNY,m,f,female-biased
9,P68684,activity,M63,250534,TRIXIE,A4,opened door,KNUFFLE BUNNY,m,f,female-biased
9,P68684,activity,M63,250534,TRIXIE,A5,looked,KNUFFLE BUNNY,m,f,female-biased
10,P68684,description,M63,294798,TRIXIE,D1,pretty,KNUFFLE BUNNY,m,f,female-biased
10,P68684,description,M63,294798,TRIXIE,D2,clever,KNUFFLE BUNNY,m,f,female-biased
10,P68684,description,M63,294798,TRIXIE,D3,childish,KNUFFLE BUNNY,m,f,female-biased
10,P68684,description,M63,294798,TRIXIE,D4,proud,KNUFFLE BUNNY,m,f,female-biased
10,P68684,description,M63,294798,TRIXIE,D5,fun,KNUFFLE BUNNY,m,f,female-biased
11,P68684,activity,M63,404914,TRIXIE'S DADDY,A1,looked,KNUFFLE BUNNY,s,m,female-biased
11,P68684,activity,M63,404914,TRIXIE'S DADDY,A2,talked,KNUFFLE BUNNY,s,m,female-biased
11,P68684,activity,M63,404914,TRIXIE'S DADDY,A3,played,KNUFFLE BUNNY,s,m,female-biased
11,P68684,activity,M63,404914,TRIXIE'S DADDY,A4,walked,KNUFFLE BUNNY,s,m,female-biased
11,P68684,activity,M63,404914,TRIXIE'S DADDY,A5,helped,KNUFFLE BUNNY,s,m,female-biased
12,P68684,description,M63,425159,TRIXIE'S DADDY,D1,Loud,KNUFFLE BUNNY,s,m,female-biased
12,P68684,description,M63,425159,TRIXIE'S DADDY,D2,fun,KNUFFLE BUNNY,s,m,female-biased
12,P68684,description,M63,425159,TRIXIE'S DADDY,D3,manly,KNUFFLE BUNNY,s,m,female-biased
12,P68684,description,M63,425159,TRIXIE'S DADDY,D4,good,KNUFFLE BUNNY,s,m,female-biased
12,P68684,description,M63,425159,TRIXIE'S DADDY,D5,Happy,KNUFFLE BUNNY,s,m,female-biased
13,P68684,familiarity,NA,431975,NA,book_1,not familiar,NA,NA,NA,NA
13,P68684,familiarity,NA,431975,NA,book_2,not familiar,NA,NA,NA,NA
13,P68684,familiarity,NA,431975,NA,book_3,not familiar,NA,NA,NA,NA
14,P68684,participant_gender,NA,434267,NA,gender,male,NA,NA,NA,NA
3,P68700,activity,M56,202148,LLAMA LLAMA RED PAJAMA/BABY LLAMA,A1,Read story,LLAMA LLAMA RED PAJAMA,m,m,female-biased
3,P68700,activity,M56,202148,LLAMA LLAMA RED PAJAMA/BABY LLAMA,A2,Hum Tune,LLAMA LLAMA RED PAJAMA,m,m,female-biased
3,P68700,activity,M56,202148,LLAMA LLAMA RED PAJAMA/BABY LLAMA,A3,Cry,LLAMA LLAMA RED PAJAMA,m,m,female-biased
3,P68700,activity,M56,202148,LLAMA LLAMA RED PAJAMA/BABY LLAMA,A4,Shout,LLAMA LLAMA RED PAJAMA,m,m,female-biased
