word,female_target,male_target,male_score
</s>,0.6794644026722189,0.6745622513242839,-0.004902151347934924
1,0.04784229308886895,0.04824907605945962,4.067829705906717e-4
2,0.07472751240062599,0.07551187750603049,7.843651054044998e-4
a,0.999953362346128,0.9999037618476186,-4.9600498509327906e-5
able,0.9999630519581995,0.9999134450286863,-4.9606929513168474e-5
about,0.9999288349124095,0.9999375059995744,8.67108716495757e-6
above,0.9999617218086132,0.9999029539055605,-5.8767903052703296e-5
across,0.9999621615050169,0.9999266536378115,-3.550786720540877e-5
actually,0.9998784116165165,0.9999175329220946,3.912130557814919e-5
adam,0.9999265369548682,0.9999352980379848,8.76108311653745e-6
added,0.9999593069587294,0.9999274566989099,-3.185025981944367e-5
afraid,0.9999475271301912,0.999937357031907,-1.0170098284190132e-5
after,0.9999461625259412,0.9998588893032943,-8.727322264689974e-5
afternoon,0.9999644615760093,0.9999222148502119,-4.224672579733468e-5
again,0.9999419227547466,0.9999381681296762,-3.754625070406803e-6
against,0.9999614664593655,0.9999300952512411,-3.1371208124353345e-5
age,0.9999380162173794,0.999843322970546,-9.469324683342162e-5
ago,0.9999531783912698,0.9999340685762791,-1.91098149907587e-5
ahead,0.9999629598095994,0.9999054813424755,-5.7478467123894816e-5
air,0.9999409832958082,0.9999372100410269,-3.773254781291868e-6
alan,0.9999242176462944,0.9999356050902121,1.1387443917709739e-5
alive,0.9999640319040779,0.999915716095529,-4.8315808548915484e-5
all,0.9998951093850782,0.9999224835459853,2.7374160907145395e-5
almost,0.9999572922127061,0.9999352234933937,-2.2068719312429153e-5
alone,0.9999638974745819,0.9999249074559216,-3.8990018660367554e-5
along,0.9999279178266077,0.9999373316007237,9.41377411600719e-6
already,0.9999530341244344,0.9999374168094848,-1.5617314949589733e-5
also,0.9999572932606517,0.9999335960543386,-2.3697206313122443e-5
although,0.9999420379829326,0.9999396377141854,-2.40026874720467e-6
always,0.9999335122497339,0.9999374703767808,3.958127046899129e-6
am,0.9999230703702098,0.999932206978772,9.136608562276827e-6
american,0.9999570577949234,0.9999361194415366,-2.0938353386790176e-5
among,0.9999281219155689,0.9999376525093048,9.530593735873616e-6
an,0.9999405610703926,0.9999356926689893,-4.868401403346212e-6
and,0.9999006421984498,0.9999275469532312,2.690475478139831e-5
andy,0.9998414111136106,0.9998983422563844,5.69311427738306e-5
angry,0.9998905449733264,0.9999236025464284,3.3057573102013293e-5
animal,0.9999124498285997,0.9999330450380184,2.059520941866122e-5
another,0.9999650588866014,0.99991496310031025,-5.009578629111555e-5
answer,0.9999625417873501,0.9999008036470755,-6.173814027465863e-5
any,0.9998695411283824,0.9999135151714545,4.397404307210362e-5
anymore,0.9999536034772373,0.9999387020433094,-1.4901433927905217e-5
anyone,0.9999555269003472,0.9999371947802738,-1.8332120073405456e-5
anything,0.9999216451642271,0.9999364964558823,1.4851291655237908e-5
