run,subj_id,question_name,response_str
run2,P200,native,1
run2,P201,native,1
run2,P202,native,1
run2,P203,native,1
run2,P204,native,1
run2,P205,native,1
run2,P206,native,1
run2,P207,native,1
run2,P208,native,1
run2,P209,native,0
run2,P210,native,1
run2,P211,native,1
run2,P212,native,1
run2,P213,native,1
run2,P214,native,1
run2,P215,native,1
run2,P216,native,1
run2,P217,native,1
run2,P218,native,1
run2,P219,native,1
run2,P220,native,1
run2,P221,native,1
run2,P222,native,1
run2,P223,native,1
run2,P224,native,1
run2,P225,native,1
run2,P226,native,1
run2,P227,native,0
run2,P228,native,1
run2,P229,native,1
run2,P230,native,0
run2,P231,native,1
run2,P232,native,1
run2,P233,native,1
run2,P234,native,1
run2,P235,native,1
run2,P236,native,1
run2,P237,native,1
run2,P238,native,1
run2,P239,native,1
run2,P240,native,1
run2,P241,native,1
run2,P242,native,1
run2,P243,native,1
run2,P244,native,1
run2,P245,native,1
run2,P246,native,1
run2,P247,native,1
run2,P248,native,1
run2,P249,native,1
run2,P250,native,1
run2,P251,native,1
run2,P252,native,1
run2,P253,native,1
run2,P254,native,1
run2,P255,native,1
run2,P256,native,1
run2,P257,native,1
run2,P258,native,1
run2,P259,native,1
run2,P260,native,1
run2,P261,native,1
run2,P262,native,1
run2,P263,native,1
run2,P264,native,1
