word,gender,log_tasa_freq,log_subt_freq,log_kidbook_freq,valence,arousal,concreteness,adult_aoa
care,4,7.951559331155252,4.3936,3.9889840465642745,7.64,2.67,2.33,5.65
Carl,1,NA,3.1436,NA,NA,NA,NA,NA
carried,3.357142857142857,7.642044402873258,3.0116,3.2188758248682006,NA,NA,3.48,NA
carrots,3,4.624972813284271,2.2989,2.9444389791664403,NA,NA,NA,NA
carry,2.9166666666666665,7.5310163320779155,3.5266,3.2188758248682006,5.67,3.47,4.04,5.16
cars,1.3571428571428572,7.293017679772782,3.367,4.07753744390572,NA,NA,NA,NA
cart,3.2142857142857144,5.313205979041787,2.6646,1.9459101490553132,5.37,3.18,4.89,6.16
case,3,7.671826797878781,4.1585,3.4965075614664802,5.18,4.14,3.93,6.74
cast,2.7142857142857144,5.991464547107982,3.0722,1.791759469228055,5.26,3.55,3.92,7.24
castle,2.357142857142857,6.037870919922137,3.0414,2.6390573296152584,6.42,4.72,4.96,5.8
cat,3.933333333333333,7.4798641311650265,3.5294,5.521460917862246,6.95,4.5,4.86,3.68
catch,2.6153846153846154,7.143617602704121,3.8396,4.174387269895637,5.64,4,4.11,4.61
caterpillar,3.5384615384615383,3.970291913552122,1.7634,2.1972245773362196,5.25,3.24,4.87,5.17
catnip,3.5294117647058822,NA,1.3424,1.6094379124341003,4.74,4.57,4.68,6.89
cats,4.071428571428571,6.2878585601617845,3.003,4.653960350157523,NA,NA,NA,NA
caught,2.857142857142857,7.317876198626496,3.6805,3.912023005428146,NA,NA,3.27,NA
cause,3.1,7.536363938404511,4.199,1.3862943611198906,5.14,3.48,2.43,5.84
cave,2.1538461538461537,6.416732282512326,2.8537,2.8903717578961645,5.15,4.39,4.96,6.74
ceiling,2.8666666666666667,5.666426688112432,2.6304,2.4849066497880004,5.39,2.75,4.85,4.75
Celeste,4.5,NA,2.2553,NA,NA,NA,NA,NA
cellar,2.5714285714285716,4.955827057601261,2.6803,3.58351893845611,4.7,3.14,4.68,8.94
cement,1.6428571428571428,4.6443908991413725,2.3711,1.6094379124341003,4.62,3.28,4.97,6.89
center,3.0714285714285716,7.653969180478774,3.3685,2.1972245773362196,5.56,2.62,3.85,6.57
cents,2.8,5.768320995793772,3.0473,2.3978952727983707,NA,NA,NA,NA
cereal,3.1538461538461537,4.624972813284271,2.5119,1.791759469228055,6.45,3.05,4.83,4.44
certainly,3.2857142857142856,6.870053411798126,3.783,2.8903717578961645,NA,NA,1.86,7.24
chains,2,5.272999558563747,2.5888,1.9459101490553132,NA,NA,NA,NA
chair,2.875,6.9975959829819265,3.4,3.367295829986474,5.89,2.86,4.58,3.43
chairs,2.7857142857142856,5.736572297479192,2.7033,2.8903717578961645,NA,NA,NA,NA
chalk,2.857142857142857,4.454347296253507,2.2648,1.6094379124341003,5,2.9,4.9,4.47
change,3.142857142857143,8.329175442077402,4.0885,3.1354942159291497,5.09,4.05,2.89,4.26
charge,2.619047619047619,6.970730078143525,3.659,2.1972245773362196,4.61,4.25,2.96,7.5
Charley,1.5,NA,2.752,NA,NA,NA,NA,NA
Charlie,1.5,NA,3.7535,NA,NA,NA,NA,NA
chase,2.5,5.003946305945459,3.2238,3.295836866004329,3.77,6.6,3.48,5.53
check,2.928571428571429,7.034387929915503,4.1532,2.302585092994046,6.55,3.38,4.11,5.53
checked,2.6153846153846154,5.831882477283517,3.3771,1.9459101490553132,NA,NA,2.82,NA
cheeks,3.411764705882353,5.298317366548036,2.3541,1.6094379124341003,NA,NA,NA,NA
cheer,3.8,4.700480365792417,2.9795,2.302585092994046,7.1,5.33,2.77,5
cheered,3.75,4.477336814478207,1.7993,2.302585092994046,NA,NA,2.82,NA
cheese,2.857142857142857,5.723585101952381,3.2993,3.713572066704308,6.81,3.8,4.7,4.33
cherry,4.142857142857143,4.51085950651685,2.8414,2.302585092994046,7.05,4.91,4.62,5.58
chest,2.5,6.214608098422191,3.3204,2.1972245773362196,5.18,4.95,4.93,5.05
chick,4.533333333333333,4.948759890378168,3.1255,2.0794415416798357,5.86,4.04,4.93,5.53
chicken,3.1,5.8944028342648505,3.4982,3.784189633918261,6.17,3.2,4.8,3.26
chicks,4.6923076923076925,4.189654742026425,2.871,2.5649493574615367,NA,NA,NA,NA
chief,1.9230769230769231,6.900730664045173,NA,2.0794415416798357,5.83,3.25,4.26,7.53
child,3.4615384615384617,7.629489916393995,3.9053,4.07753744390572,7.2,5.33,4.78,5.15
childhood,3.2857142857142856,5.337538079701318,2.8597,1.9459101490553132,6.65,3.73,2.53,7.94
children,3.5,8.666302614004078,3.9509,4.48863636973214,6.36,5.09,4.89,4.1
chimpanzees,2.5714285714285716,2.995732273553991,1.6532,1.6094379124341003,NA,NA,NA,NA
chin,2.4285714285714284,5.53338948872752,2.8116,2.772588722239781,5.07,3.84,4.89,4.22
chirped,3.642857142857143,NA,NA,2.302585092994046,NA,NA,NA,NA
chocolate,3.2,5.438079308923196,3.1761,3.1354942159291497,7.63,5.14,4.72,3.33
choice,3.1538461538461537,6.480044561926653,3.6969,1.791759469228055,6.36,3.52,1.9,5.17
chomp,2.235294117647059,NA,1.1461,1.6094379124341003,NA,NA,3.75,6.11
choo,3.142857142857143,NA,NA,3.091042453358316,NA,NA,NA,NA
choose,3,6.960347729101308,3.3895,3.091042453358316,6,3.6,2.62,4.74
chose,2.933333333333333,5.860786223465865,2.9791,1.9459101490553132,NA,NA,2.48,NA
chosen,2.8333333333333335,6.306275286948016,2.9675,2.1972245773362196,NA,NA,2.33,NA
christmas,3.0833333333333335,6.393590753950631,NA,3.1780538303479458,8.37,5.9,3.41,4.35
chrysanthemum,4.357142857142857,NA,NA,3.9889840465642745,NA,NA,4.57,8.47
chug,1.4285714285714286,NA,NA,3.091042453358316,5.2,3.19,3.68,9.37
church,3.2,7.022868086082641,3.5507,1.9459101490553132,5.21,3.63,4.9,5.15
Cinderella,5,NA,2.4857,NA,NA,NA,NA,NA
circle,3.5714285714285716,6.637258031284457,3.0406,3.091042453358316,5.76,3.33,4.44,3.67
circus,2.8461538461538463,5.4638318050256105,2.94,2.3978952727983707,5.85,5.45,4.43,4.53
city,2.6666666666666665,8.451053388911692,3.9358,4.143134726391533,6.12,5.08,4.79,6.56
Clara,4.9,NA,NA,NA,NA,NA,NA,NA
class,3.3,7.689828668736484,3.7771,2.8903717578961645,5.73,4.43,3.85,4.95
Claudette,4.7,NA,NA,NA,NA,NA,NA,NA
claws,3.0714285714285716,5.062595033026967,2.356,2.4849066497880004,NA,NA,NA,NA
clean,3.857142857142857,7.38025578842646,3.7913,3.7612001156935624,7.09,3.57,3.07,3.89
clear,3.2857142857142856,7.640123172695364,3.9427,3.258096538021482,6.14,2.71,3.55,5.8
clearing,2.9285714285714284,5.402677381872279,2.5211,1.6094379124341003,NA,NA,3.79,NA
clerk,3,5.099866427824199,2.8189,1.6094379124341003,4.76,3.85,4.28,6.74
clever,3.0833333333333335,5.407171771460119,3.1436,3.091042453358316,7.36,5.25,1.79,7.5
Clifford,1.1,NA,NA,NA,NA,NA,NA,NA
climb,2.5,6.436150368369428,3.0035,3.4339872044851463,5.62,3.95,4.11,5.3
climbed,2.4166666666666665,6.616065185132817,2.4082,4.110873864173311,NA,NA,NA,NA
climber,2.230769230769231,NA,1.6128,1.6094379124341003,6,4.45,4.5,8.05
clock,2.642857142857143,6.436150368369428,3.4758,3.713572066704308,5.65,3.35,5,4.42
close,3,8.024207485778577,4.0489,3.6888794541139363,5.23,3.81,3.2,4.5
closed,3,7.150701457592526,3.4408,3.2188758248682006,NA,NA,3.37,NA
closer,3.0588235294117645,6.76849321164863,3.3674,2.4849066497880004,NA,NA,3,NA
closet,3.6666666666666665,5.313205979041787,3.1405,2.4849066497880004,5.1,3.55,4.83,5
clothes,3.2666666666666666,7.418180822726788,3.7126,3.9512437185814275,6.77,3.14,4.76,3.11
clouds,3.375,6.626717749249025,2.7093,2.9444389791664403,6.76,2.27,NA,NA
clover,3.8333333333333335,4.31748811353631,1.8325,2.5649493574615367,5.37,3.06,4.69,5.74
clown,2.5714285714285716,4.5217885770490405,2.9074,2.5649493574615367,5.36,4.94,4.9,3.72
coal,2,6.774223886357614,2.5263,2.302585092994046,4.56,2.55,4.66,6.65
coat,3.142857142857143,6.673297967767654,3.3318,3.2188758248682006,5.29,3.1,4.97,3.58
cock,1.625,3.2188758248682006,2.7642,3.5263605246161616,5.05,5.74,4.79,11.32
cocky,1.6,NA,2.3243,1.9459101490553132,3.45,5.8,2.31,10.5
coffee,2.8461538461538463,6.410174881966167,3.8676,2.1972245773362196,7,5.1,4.81,4.94
cold,2.5,8.19450550976564,3.8221,4.499809670330265,4.32,3.55,3.85,3.95
colder,2.6923076923076925,5.081404364984463,2.1072,1.9459101490553132,NA,NA,3.28,NA
collar,2.4285714285714284,5.389071729816501,2.73,1.9459101490553132,4.95,3.33,4.64,6.56
color,3.4285714285714284,7.336936913707618,3.3036,3.4965075614664802,7.05,3.18,4.08,4
coloring,3.2857142857142856,4.248495242049359,1.9685,2.0794415416798357,6.29,4.41,3.59,3.5
colors,3.7333333333333334,6.520621127558696,2.7235,3.044522437723423,NA,NA,4.17,NA
Colvin,2,NA,NA,NA,NA,NA,NA,NA
comb,3.142857142857143,4.770684624465665,2.4914,2.3978952727983707,5.65,2.33,5,5.5
come,2.7,9.369649154461065,NA,5.762051382780177,5.64,3.57,2.72,3.32
comes,2.7142857142857144,7.786551806428712,4.0666,4.31748811353631,NA,NA,2.27,NA
comfortable,3.6153846153846154,6.16541785423142,3.3818,2.1972245773362196,7.67,2.38,2.33,7.17
coming,3.25,7.925157512224703,4.4294,4.248495242049359,NA,NA,2.07,4.77
company,2.7058823529411766,7.307872780763706,3.8755,2.4849066497880004,5.64,3.29,4.11,6.84
completely,2.933333333333333,6.775366090936392,3.6339,1.6094379124341003,NA,NA,2.18,NA
concertina,4.666666666666667,NA,0.9031,1.9459101490553132,NA,NA,NA,13.4
cone,2.642857142857143,4.770684624465665,2.1761,1.6094379124341003,6.1,3.36,4.86,4.67
congratulations,3.2142857142857144,2.5649493574615367,NA,1.6094379124341003,7.33,5.55,2.44,7.25
constrictor,2.2,1.791759469228055,1.1139,2.302585092994046,NA,NA,3.93,11.44
continued,3,7.057897937411856,2.5694,2.3978952727983707,NA,NA,2.2,NA
cooked,3.6923076923076925,5.267858159063328,2.6866,1.6094379124341003,NA,NA,NA,NA
cookie,3.642857142857143,3.871201010907891,2.9309,2.833213344056216,7.32,4.7,5,3.37
corduroy,2.857142857142857,1.9459101490553132,1.5441,2.4849066497880004,5.79,3.45,4.56,10.47
cork,2.5714285714285716,4.02535169073515,2.1673,1.9459101490553132,4.93,3.92,4.86,9.05
corn,2.8125,6.796823718274855,2.8609,3.2188758248682006,5.95,3.43,4.96,4.61
corner,2.7,7.323830566202317,3.4281,3.6635616461296463,4.83,3.38,4.61,5.21
costumes,3.4285714285714284,4.219507705176107,2.4843,1.6094379124341003,NA,NA,NA,NA
cottage,3.8461538461538463,5.2832037287379885,2.433,1.791759469228055,6.63,2.95,4.85,8.5
coughed,2.7058823529411766,3.58351893845611,1.4914,1.791759469228055,NA,NA,NA,NA
could,3.076923076923077,10.092908846445306,4.9197,6.349138991379798,NA,NA,1.34,NA
count,2.9285714285714284,6.421622267806518,3.6617,2.833213344056216,5.89,2.3,3,2.61
counted,2.8,5.627621113690637,2.5105,2.3978952727983707,NA,NA,NA,NA
country,2.5,8.390041405755754,3.9167,3.091042453358316,6.14,3.71,4.17,7.05
countryside,3,5.356586274672012,2.2577,2.0794415416798357,6.94,2.7,4.48,8
course,2.7142857142857144,8.222285073872717,4.3953,4.330733340286331,NA,NA,3.82,7.34
cousin,2.7142857142857144,5.786897381366708,3.3965,2.3978952727983707,6.11,2.6,3.7,4.95
covered,2.9,7.579678823090456,3.2076,3.6635616461296463,NA,NA,3.41,NA
covers,3.5714285714285716,5.988961416889864,2.6803,2.4849066497880004,NA,NA,NA,NA
cow,3.5714285714285716,6.230481447578482,3.1146,4.0943445622221,5.42,2.95,4.96,3.94
cozy,3.7333333333333334,3.6109179126442243,2.4609,2.995732273553991,7.28,3.56,2.61,9.17
crack,2.8666666666666667,5.723585101952381,3.2243,2.302585092994046,2.68,5.25,4.53,6.33
cracked,3,5.176149732573829,2.6928,1.6094379124341003,NA,NA,3.93,NA
crane,2.769230769230769,4.1588830833596715,NA,2.302585092994046,NA,NA,4.68,6.78
crawled,2.857142857142857,5.170483995038151,2.3075,3.1780538303479458,NA,NA,NA,NA
crayon,3.1333333333333333,3.332204510175204,1.3424,3.4965075614664802,5.76,2.91,4.87,3.2
crazy,2.4285714285714284,5.6937321388027,4.1426,3.044522437723423,5.14,5.9,2.37,5.22
cream,3.4,5.945420608606575,3.3953,3.7612001156935624,6.56,3.8,4.83,5.95
creature,2.642857142857143,5.929589143389895,3.0386,2.4849066497880004,6.06,4.77,4.07,7.32
creep,2.0384615384615383,4.290459441148391,2.7589,1.9459101490553132,2.95,4.78,3.38,8
crept,2.7857142857142856,5.170483995038151,1.7709,2.4849066497880004,NA,NA,2.93,NA
cricket,2.857142857142857,4.605170185988092,2.1614,1.6094379124341003,5.71,3.22,4.77,7.72
cried,3.769230769230769,7.466799475018602,2.8215,4.912654885736052,NA,NA,3.93,NA
crisp,3.076923076923077,4.394449154672439,2.2095,1.6094379124341003,5.23,3.95,3.69,7.22
crooked,2.4705882352941178,4.276666119016055,2.4639,2.4849066497880004,3.17,4.18,3.79,6.33
cross,2.892857142857143,6.75343791859778,3.4484,3.2188758248682006,5.67,3.05,4.44,4.74
crossed,2.933333333333333,6.366470447731438,2.942,1.6094379124341003,NA,NA,3.45,NA
crossly,3.4166666666666665,2.5649493574615367,0.6021,2.0794415416798357,NA,NA,1.92,NA
crow,2.4285714285714284,5.099866427824199,2.3579,3.332204510175204,4.32,3.55,4.93,5.74
crowd,2.7142857142857144,6.612041034833092,3.2804,2.3978952727983707,4.48,5.15,4.52,7.14
crowded,2.857142857142857,6.396929655216146,2.6599,1.6094379124341003,3.2,3.95,3.28,7.63
crown,2.933333333333333,5.389071729816501,2.8445,2.0794415416798357,6,4.52,4.81,7.8
crumbs,3.076923076923077,3.8918202981106265,2.1173,2.0794415416798357,NA,NA,NA,NA
crumpled,2.5384615384615383,3.258096538021482,1.4472,1.9459101490553132,NA,NA,3.97,NA
crusher,2.142857142857143,NA,NA,2.0794415416798357,4.8,4.65,4,8.5
cry,4,6.7381524945959574,3.5249,3.8066624897703196,3.22,5.45,4,2.78
cub,2.857142857142857,4.23410650459726,NA,2.1972245773362196,6.71,3.95,4.67,5.4
cuddle,4.5,NA,2.0453,1.9459101490553132,7.6,3.83,3.83,6.16
cup,2.6923076923076925,6.102558594613569,3.4208,3.58351893845611,5.94,2.6,5,3.57
cupboard,3.1538461538461537,4.330733340286331,2.1072,2.0794415416798357,4.81,3.52,4.79,6.39
curious,3.9285714285714284,5.940171252720432,3.1265,3.295836866004329,6.58,5.74,1.75,6.64
curl,3.6470588235294117,3.9318256327243257,2.0828,1.9459101490553132,5.72,3.05,4.38,6.39
curls,4.357142857142858,3.9889840465642745,1.9031,1.6094379124341003,NA,NA,NA,NA
curly,3.466666666666667,4.290459441148391,NA,2.1972245773362196,NA,NA,4.41,NA
custard,3.5,NA,1.8129,2.3978952727983707,5.45,3.5,4.85,8.5
customers,2.857142857142857,5.749392985908253,2.9881,1.6094379124341003,NA,NA,NA,NA
cut,2.4285714285714284,7.914983005848394,4.0689,3.4657359027997265,3.9,5.07,4.55,4.43
cute,4.642857142857143,3.9318256327243257,3.6509,1.791759469228055,7.56,5.05,2.76,4.26
dad,1.2666666666666666,7.365812837209472,NA,3.9318256327243257,7.14,4.05,4.29,2.58
daddy,1.3571428571428572,6.049733455231958,NA,3.258096538021482,7.27,4.24,4.24,2.56
daisies,4.4,3.2188758248682006,1.8976,2.0794415416798357,NA,NA,NA,NA
dame,4.846153846153846,2.833213344056216,2.847,2.1972245773362196,6.1,4.22,3.73,11.79
dance,3.9166666666666665,6.257667587882639,3.878,4.5217885770490405,7.27,5.48,4.32,4.63
danced,4.1,5.2574953720277815,2.6794,3.1780538303479458,NA,NA,NA,NA
dancer,4.384615384615385,3.784189633918261,2.9201,1.791759469228055,6.64,4.52,4.75,6
dancing,3.857142857142857,5.771441123130016,3.4433,3.295836866004329,NA,NA,4.3,4.09
danger,2.2142857142857144,6.690842277418564,3.3479,1.9459101490553132,2.66,5.84,2.68,4.61
dare,2.4285714285714284,5.225746673713202,3.4513,2.0794415416798357,4.67,5.6,2.28,6.63
dark,2,8.049746290952191,3.6551,4.418840607796598,5.08,4.09,4.29,3.74
darling,4.571428571428571,4.02535169073515,3.8205,2.1972245773362196,7.32,3.95,2.54,5.79
dashed,2.769230769230769,5.087596335232384,1.6721,1.9459101490553132,NA,NA,3.17,NA
David,1.2352941176470589,NA,3.7158,NA,NA,NA,NA,NA
Dawson,1.4666666666666666,NA,NA,NA,NA,NA,NA,NA
day,3.2,9.546098067659527,4.6117,5.991464547107982,6.36,3.62,3.92,3.5
days,3.0625,8.477620416296414,4.1929,4.07753744390572,NA,NA,3.36,NA
dead,2.5833333333333335,7.485491608030754,4.3598,2.4849066497880004,2.02,3.91,4.07,5.17
deal,2.607142857142857,7.273092595999522,4.1249,2.0794415416798357,6.14,3.9,3.1,6
dear,4.642857142857143,6.573680166960646,4.0568,4.948759890378168,NA,NA,2.25,5.55
dearest,4.642857142857143,2.9444389791664403,2.5599,1.9459101490553132,NA,NA,NA,NA
decided,2.625,7.744569809354496,3.6553,3.871201010907891,NA,NA,1.83,NA
decker,2.533333333333333,NA,NA,1.791759469228055,NA,NA,NA,NA
declared,2.8461538461538463,5.799092654460526,2.5237,1.791759469228055,NA,NA,2.38,NA
deeds,2.769230769230769,4.204692619390966,2.6212,1.6094379124341003,NA,NA,NA,NA
deep,3,7.76046702921342,3.5907,4.219507705176107,5.44,3.9,3.38,5.47
deer,3.642857142857143,6.175867270105761,2.6484,2.1972245773362196,6.89,3.95,4.86,5.17
delicious,3.8333333333333335,4.890349128221754,3.041,2.833213344056216,7.38,4.92,2.43,6.5
delight,3.9285714285714284,5.10594547390058,2.4609,1.6094379124341003,8.21,5.02,2.3,8.68
delighted,3.9285714285714284,4.962844630259907,2.8202,1.9459101490553132,7.74,5,2.86,8.11
delivery,2.8461538461538463,4.844187086458591,3.0077,1.791759469228055,6,4.04,3.69,7.68
demanded,2.3529411764705883,5.730099782973574,2.1523,2.0794415416798357,NA,NA,NA,NA
den,2.6153846153846154,4.624972813284271,2.4955,3.044522437723423,5.11,2.86,4.57,5.7
dentist,2.466666666666667,4.110873864173311,2.7574,2.6390573296152584,3.84,4.37,4.93,5.22
department,2.8461538461538463,6.450470422144176,3.5128,3.2188758248682006,5.33,2.5,3.3,9.84
derby,2.3333333333333335,2.833213344056216,NA,1.9459101490553132,NA,NA,4.07,10.45
desert,3,6.673297967767654,3.1547,1.6094379124341003,5.36,3.5,4.86,8.35
desk,2.642857142857143,6.74993119378857,3.3502,3.044522437723423,5.56,2.45,4.87,5.56
dessert,3.642857142857143,3.4339872044851463,2.8549,1.791759469228055,7.2,5.5,4.93,5.61
diamond,3.8,4.941642422609304,3.0228,2.5649493574615367,6.88,5.82,4.89,6.47
diaper,3.6153846153846154,NA,2.3404,2.0794415416798357,3.71,3.41,4.82,3.4
dibble,3.3846153846153846,NA,NA,2.3978952727983707,NA,NA,NA,NA
did,2.8333333333333335,9.748061059204817,5.077,6.202535517187923,NA,NA,2.45,NA
die,2.857142857142857,6.894670039433482,4.1245,2.302585092994046,1.67,6.9,3.07,4.53
different,2.8333333333333335,9.023287640806327,4.0289,3.6635616461296463,5.91,3.95,1.97,5.5
difficult,2.642857142857143,7.3277805384216315,3.487,1.9459101490553132,3.78,4.45,2.21,5.85
dig,1.9285714285714286,6.040254711277414,3.3725,3.6635616461296463,5.28,3.67,4.33,4.19
digger,2.4285714285714284,1.0986122886681098,NA,1.6094379124341003,NA,NA,4.29,8.12
digging,2.5714285714285716,5.560681631015528,2.8306,2.4849066497880004,NA,NA,3.93,NA
Dingo,2,NA,1.8261,NA,NA,NA,NA,NA
dinner,3.2666666666666666,6.859614903654202,4.0144,3.912023005428146,6.4,3.85,4.5,3.99
dinosaur,2.066666666666667,4.955827057601261,2.3096,3.367295829986474,6.11,5.33,4.87,4.91
dinosaurs,2.076923076923077,5.017279836814924,2.1367,3.713572066704308,NA,NA,NA,NA
direction,2.8823529411764706,7.318539548567902,3.0896,2.0794415416798357,5.45,3.33,2.79,6.68
dirt,2.1333333333333333,6.45833828334479,3.1176,3.1780538303479458,4.5,3.44,4.86,3.83
disappeared,3.2,6.184148890937483,3.1673,2.1972245773362196,NA,NA,NA,NA
discouraged,2.9166666666666665,4.584967478670572,1.9138,1.6094379124341003,3.18,3.38,NA,NA
discovered,2.6153846153846154,7.181591944611865,3.1667,2.9444389791664403,NA,NA,2.37,NA
dish,3.923076923076923,5.332718793265369,2.7672,2.4849066497880004,5.7,3.57,4.9,4.89
distance,2.7857142857142856,7.2399325913204695,3.1163,2.0794415416798357,3.89,3.81,3.17,6.81
disturb,2.2857142857142856,4.343805421853684,2.7536,1.9459101490553132,3.45,4.98,3.04,8.22
ditch,2.8666666666666667,4.499809670330265,2.6042,1.6094379124341003,3.2,3.81,4.5,6.22
ditty,3.6153846153846154,NA,1.6128,2.302585092994046,5.38,3.68,NA,10.27
do,2.8,10.28407919836827,5.4954,6.910750787961936,5.41,3.67,2.46,3.6
doctor,1.9230769230769231,7.257707677160043,4.1291,3.044522437723423,5.93,4.05,4.69,4.6
does,2.9285714285714284,8.80732226751107,4.5315,4.867534450455582,NA,NA,2.24,NA
dog,2.25,8.18060094759445,3.9928,5.37989735354046,7,5.43,4.85,2.8
dogs,2.2666666666666666,7.123672785204607,3.4322,4.718498871295094,NA,NA,5,NA
doing,2.923076923076923,7.890956716138919,4.7201,4.248495242049359,NA,NA,2.66,5.89
dollar,2.8461538461538463,5.6131281063880705,3.1495,1.791759469228055,7.39,5.57,4.93,5.06
dolls,4.642857142857143,4.5217885770490405,2.4624,3.044522437723423,NA,NA,NA,NA
done,2.7857142857142856,8.256607344626158,4.3934,4.343805421853684,NA,NA,2,NA
donkey,2.2142857142857144,5.030437921392435,2.4378,2.5649493574615367,6.29,2.9,5,6
door,2.6,8.504918160540624,4.1731,5.123963979403259,5.43,3.19,4.81,3.05
doors,2.857142857142857,6.386879319362645,3.2445,2.8903717578961645,NA,NA,NA,NA
doorway,2.642857142857143,5.501258210544727,2.2175,2.0794415416798357,5.68,3.65,4.75,6.55
double,3.0714285714285716,5.940171252720432,3.505,2.4849066497880004,5.78,3.38,3.37,5.58
doughnuts,2.75,3.6375861597263857,2.3655,3.044522437723423,NA,NA,NA,NA
down,2.8333333333333335,9.850403181443673,4.8808,6.366470447731438,NA,NA,3.52,4.93
downstairs,2.8125,5.4680601411351315,3.298,3.367295829986474,NA,NA,4.43,3.91
dozen,2.923076923076923,5.8888779583328805,3.0906,1.9459101490553132,5.78,2.95,4.66,6.89
dozing,2.6470588235294117,2.1972245773362196,1.3222,1.791759469228055,NA,NA,NA,NA
Dr.,2.0714285714285716,NA,NA,NA,NA,NA,NA,NA
dragged,3.066666666666667,5.337538079701318,2.7709,1.6094379124341003,NA,NA,4.11,NA
dragons,1.8,4.2626798770413155,NA,3.332204510175204,NA,NA,NA,NA
drank,2.3333333333333335,5.5053315359323625,2.8176,1.791759469228055,NA,NA,3.55,NA
drapes,4.142857142857143,2.3978952727983707,2.1847,1.791759469228055,NA,NA,NA,NA
drawing,3.5,6.456769655572163,2.9128,1.9459101490553132,NA,NA,4.6,4.83
dreadful,2.933333333333333,4.736198448394496,2.6117,1.9459101490553132,2.6,4.5,2.23,6.78
dream,4.1,6.648984550024776,3.8324,3.044522437723423,7.43,4.37,2.6,4.88
dreams,3.6875,5.713732805509369,3.5167,3.1354942159291497,NA,NA,NA,NA
dreary,2.8461538461538463,3.1354942159291497,1.9685,2.0794415416798357,3.55,3.54,2.33,8.42
dress,4.928571428571429,6.634633357861686,3.6482,3.258096538021482,6.42,4.73,4.93,4.05
dressed,3.75,6.573680166960646,3.3793,2.8903717578961645,NA,NA,3.41,NA
drew,3.076923076923077,6.655440350367647,NA,2.3978952727983707,NA,NA,3.17,5.41
drink,2.533333333333333,6.893656354602635,4.101,3.4011973816621555,6.67,5.19,4.76,3.47
drive,2.2,7.025538314638521,3.8927,3.1354942159291497,6.5,4.19,3.86,5.26
driver,2.2666666666666666,6.317164686747284,3.3833,3.295836866004329,6.39,3.15,4.71,4.95
drives,2.5714285714285716,4.859812404361672,2.8627,2.833213344056216,NA,NA,NA,NA
drop,3.142857142857143,6.641182169740591,3.8236,1.9459101490553132,4.23,4.67,4.21,3.26
dropped,2.2142857142857144,6.85751406254539,3.395,3.295836866004329,NA,NA,NA,NA
drum,2.25,5.318119993844216,2.6365,2.772588722239781,6.05,4.67,4.96,4.63
dry,2.6,7.598399329323964,3.3395,3.332204510175204,4.86,3.8,3.77,4.11
duchess,4.785714285714286,1.6094379124341003,NA,2.3978952727983707,6.15,3.92,4.46,9.85
duck,2.6666666666666665,6.259581464064923,3.1017,4.2626798770413155,6.11,4,4.86,3.5
duckling,3.5,4.02535169073515,1.6021,2.0794415416798357,7.18,3.92,4.93,4.95
ducky,3.230769230769231,NA,2.0043,2.1972245773362196,6.6,3.81,3.03,7.44
dug,2.4285714285714284,6.037870919922137,2.659,3.1354942159291497,NA,NA,4,NA
duke,1.2352941176470589,4.962844630259907,NA,2.302585092994046,4.8,4.21,4,7.89
dumb,2.8666666666666667,4.983606621708336,3.3795,1.6094379124341003,2.44,5.3,2.36,4.5
dump,2.3333333333333335,4.584967478670572,3.1676,3.6635616461296463,3.73,3.67,3.93,6.58
dumped,3,4.770684624465665,2.9619,1.6094379124341003,NA,NA,NA,NA
dumplings,3.5714285714285716,NA,1.9138,1.6094379124341003,NA,NA,NA,NA
Duncan,1.4,NA,NA,NA,NA,NA,NA,NA
during,3,8.619027497297505,3.588,2.8903717578961645,NA,NA,1.48,6.8
dust,2.6923076923076925,6.78897174299217,3.0853,3.044522437723423,3.72,3.45,4.4,5.06
dusty,2.7142857142857144,5.262690188904886,NA,2.1972245773362196,3.95,4.1,3.79,4.74
duty,2,5.976350909297934,3.415,1.6094379124341003,5.33,3.71,2.19,7.15
dwell,3.076923076923077,3.4339872044851463,2.1553,1.791759469228055,4.75,3.14,2.62,10.78
each,3.142857142857143,9.626349693960018,4.1112,4.653960350157523,NA,NA,2.03,4.95
eagle,2.3076923076923075,5.53338948872752,NA,1.791759469228055,6.47,4.57,5,5.83
ear,3.3,6.398594934535208,3.213,3.6375861597263857,5.86,3.5,5,3.63
early,3.2,8.281723990411392,3.7412,3.4657359027997265,NA,NA,2.25,5.31
ears,3,6.962243464266207,3.232,3.58351893845611,NA,NA,NA,NA
earth,2.7142857142857144,8.462314529906248,3.7054,2.3978952727983707,6.83,5.04,4.8,5.37
east,3.2142857142857144,7.3783837129967145,NA,2.5649493574615367,6.33,2.5,3.04,6.94
easy,3,7.65728279297819,4.132,3.367295829986474,7.47,3.82,2.07,5.43
eat,2.8,8.34687925374656,4.1088,5.0689042022202315,7.1,4.38,4.44,2.78
eaten,2.8125,6.2422232654551655,2.9675,3.1354942159291497,NA,NA,3.61,NA
eating,2.8461538461538463,6.930494765951626,3.4918,3.970291913552122,NA,NA,4.14,NA
Ed,1.3571428571428572,NA,3.5865,NA,NA,NA,NA,NA
edge,2.3846153846153846,7.186901020411631,3.0792,2.4849066497880004,4.43,4.65,4.24,6.17
egg,3.8666666666666667,6.532334292222349,3.1235,3.6375861597263857,5.95,3.28,4.97,3.89
