subj_id,word,rating
P129,along,3
P136,along,4
P2,along,4
P27,along,3
P162,along,3
P85,along,3
P114,along,2
P87,along,3
P157,along,3
P8,along,3
P152,along,3
P123,along,3
P63,along,3
P39,along,3
P57,already,3
P127,already,3
P113,already,3
P68,already,3
P142,already,3
P149,already,4
P51,already,4
P7,already,3
P37,already,3
P89,already,3
P12,already,3
P137,already,3
P22,already,3
P126,already,3
P97,also,3
P14,also,3
P59,also,3
P78,also,3
P61,also,3
P13,also,3
P38,also,3
P6,also,3
P47,also,3
P31,also,3
P62,always,5
P146,always,4
P125,always,3
P90,always,3
P53,always,1
P118,always,3
P84,always,3
P69,always,3
P86,always,4
P36,always,3
P134,always,4
P160,always,3
P121,always,3
P19,always,3
P35,always,3
P33,am,3
P129,am,3
P136,am,3
P2,am,3
P27,am,3
P162,am,3
P85,am,3
P114,am,4
P87,am,3
P157,am,3
P8,am,3
P152,am,2
P123,am,3
P63,am,3
P39,am,3
P77,and,3
P104,and,3
P64,and,3
P91,and,3
P156,and,3
P71,and,4
P23,and,3
P43,and,3
P147,and,3
P106,and,3
P25,and,3
P50,and,3
P133,and,3
P159,and,3
P135,angry,2
P117,angry,2
P132,angry,2
P102,angry,3
P138,angry,2
P108,angry,2
P9,angry,1
P67,angry,2
P28,angry,3
P4,angry,2
P150,angry,2
P52,angry,3
P75,angry,1
P103,angry,1
P41,angry,2
P140,animals,2
P116,animals,2
P158,animals,3
P82,animals,4
P110,animals,3
P141,animals,3
P73,animals,1
P128,animals,4
P17,animals,3
P20,animals,3
P98,animals,3
P3,animals,3
P100,animals,3
P55,animals,2
P124,another,3
P1,another,4
P80,another,3
P34,another,3
P49,another,3
P76,another,3
P94,another,3
P40,another,3
P54,another,2
P58,another,3
P95,answer,4
P154,answer,4
P16,answer,2
P74,answer,4
P139,answer,4
P111,answer,4
P93,answer,3
P45,answer,3
P161,answer,3
P130,answer,3
P120,answer,3
P30,answer,2
P143,answer,2
P11,answer,3
P66,answer,3
P81,answer,3
P135,answered,3
P117,answered,3
P132,answered,3
P102,answered,3
P138,answered,3
P108,answered,4
P9,answered,2
P67,answered,3
P28,answered,3
P4,answered,3
P150,answered,3
P52,answered,3
P75,answered,3
P103,answered,3
P41,answered,2
P97,any,3
P14,any,3
P59,any,3
P78,any,3
P61,any,3
P13,any,3
P38,any,2
P6,any,3
P47,any,3
P31,any,3
P33,anymore,3
P129,anymore,3
P136,anymore,4
P2,anymore,3
P27,anymore,3
P162,anymore,3
P85,anymore,3
P114,anymore,4
P87,anymore,3
P157,anymore,3
P8,anymore,3
P152,anymore,3
P123,anymore,3
P63,anymore,3
P39,anymore,3
P79,anyone,3
P101,anyone,3
P18,anyone,1
P145,anyone,3
P119,anyone,4
P151,anyone,3
P26,anyone,3
P83,anyone,3
P29,anyone,4
P56,anyone,3
P96,anyone,2
P42,anyone,3
P92,anyone,2
P153,anything,3
P48,anything,3
P70,anything,3
P46,anything,3
P112,anything,4
P164,anything,3
P60,anything,3
P99,anything,3
P107,anything,3
P122,anything,3
P10,anything,3
P109,anything,3
P21,anything,3
P153,anyway,3
P48,anyway,3
P70,anyway,4
P46,anyway,3
P112,anyway,3
P164,anyway,3
P60,anyway,3
P99,anyway,3
P107,anyway,3
P122,anyway,4
P10,anyway,3
P109,anyway,3
P21,anyway,3
P153,anywhere,3
P48,anywhere,3
P70,anywhere,2
P46,anywhere,3
P112,anywhere,3
P164,anywhere,3
P60,anywhere,3
P99,anywhere,3
P107,anywhere,3
P122,anywhere,3
P10,anywhere,3
P109,anywhere,3
P21,anywhere,3
P62,apple,4
P146,apple,4
P125,apple,5
P90,apple,1
P53,apple,1
P118,apple,3
P84,apple,3
P69,apple,2
P86,apple,5
P36,apple,4
P134,apple,4
P160,apple,4
P121,apple,3
P19,apple,3
P35,apple,3
P77,apples,3
P104,apples,4
P64,apples,4
P91,apples,3
P156,apples,3
P71,apples,3
P23,apples,3
P43,apples,3
P147,apples,4
P106,apples,4
P25,apples,3
P50,apples,4
P133,apples,3
P159,apples,3
P57,arms,3
P127,arms,3
P113,arms,3
P68,arms,2
P142,arms,4
P149,arms,2
P51,arms,2
P7,arms,2
P37,arms,3
P89,arms,3
P12,arms,2
P137,arms,3
P22,arms,3
P126,arms,3
P62,around,3
P146,around,3
P125,around,3
P90,around,1
P53,around,2
P118,around,3
P84,around,3
P69,around,3
P86,around,3
P36,around,3
P134,around,3
P160,around,3
P121,around,3
P19,around,3
P35,around,3
P135,arrived,2
P117,arrived,3
P132,arrived,3
P102,arrived,3
P138,arrived,3
P108,arrived,3
P9,arrived,4
P67,arrived,3
P28,arrived,2
P4,arrived,3
P150,arrived,3
P52,arrived,2
P75,arrived,3
P103,arrived,3
P41,arrived,3
P79,ask,3
P101,ask,3
P18,ask,2
P145,ask,3
P119,ask,3
P151,ask,4
P26,ask,3
P83,ask,3
P29,ask,4
P56,ask,4
P96,ask,3
P42,ask,3
P92,ask,4
P124,asked,2
P1,asked,3
P80,asked,3
P34,asked,3
P49,asked,3
P76,asked,2
P94,asked,3
P40,asked,3
P54,asked,4
P58,asked,3
P79,asleep,3
P101,asleep,3
P18,asleep,3
P145,asleep,3
P119,asleep,3
P151,asleep,3
P26,asleep,3
P83,asleep,3
P29,asleep,2
P56,asleep,3
P96,asleep,2
P42,asleep,3
P92,asleep,2
P140,ate,3
P116,ate,3
P158,ate,3
P82,ate,2
P110,ate,1
P141,ate,3
P73,ate,1
P128,ate,1
P17,ate,3
P20,ate,2
P98,ate,3
P3,ate,3
P100,ate,3
P55,ate,3
P135,away,3
P117,away,3
P132,away,3
P102,away,3
P138,away,3
P108,away,3
P9,away,4
P67,away,2
P28,away,3
P4,away,3
P150,away,4
P52,away,3
P75,away,3
P103,away,3
P41,away,4
P140,awful,2
P116,awful,3
P158,awful,3
P82,awful,2
P110,awful,3
P141,awful,1
P73,awful,3
P128,awful,4
P17,awful,3
P20,awful,1
P98,awful,2
P3,awful,3
P100,awful,3
P55,awful,2
P131,baby,4
P44,baby,5
P32,baby,4
P72,baby,5
P24,baby,4
P163,baby,5
P155,baby,5
P144,baby,3
P88,baby,4
P15,baby,4
P148,baby,4
P115,baby,3
P5,baby,4
P65,baby,4
P105,baby,3
P62,back,3
P146,back,3
P125,back,3
P90,back,3
P53,back,2
P118,back,3
P84,back,3
P69,back,2
P86,back,2
P36,back,3
P134,back,1
P160,back,3
P121,back,3
P19,back,3
P35,back,3
P131,bad,2
P44,bad,4
P32,bad,2
P72,bad,2
P24,bad,3
P163,bad,1
P155,bad,2
P144,bad,3
P88,bad,3
P15,bad,2
P148,bad,3
P115,bad,1
P5,bad,4
P65,bad,2
P105,bad,3
P140,bag,3
P116,bag,4
P158,bag,3
P82,bag,4
P110,bag,2
P141,bag,4
P73,bag,4
P128,bag,2
P17,bag,4
P20,bag,3
P98,bag,4
P3,bag,3
P100,bag,3
P55,bag,3
P95,ball,3
P154,ball,4
P16,ball,3
P74,ball,3
P139,ball,1
P111,ball,2
P93,ball,2
P45,ball,3
P161,ball,2
P130,ball,2
P120,ball,3
P30,ball,2
P143,ball,5
P11,ball,3
P66,ball,1
P81,ball,3
P62,balloon,4
P146,balloon,4
P125,balloon,3
P90,balloon,2
P53,balloon,1
P118,balloon,4
P84,balloon,3
P69,balloon,4
P86,balloon,3
P36,balloon,3
P134,balloon,3
P160,balloon,3
P121,balloon,3
P19,balloon,4
P35,balloon,3
P135,band (music),3
P117,band (music),2
P132,band (music),2
P102,band (music),3
P138,band (music),3
P108,band (music),3
P9,band (music),2
P67,band (music),2
P28,band (music),2
P4,band (music),3
P150,band (music),4
P52,band (music),3
P75,band (music),1
P103,band (music),1
P41,band (music),2
P57,bang,2
P127,bang,2
P113,bang,2
P68,bang,1
P142,bang,2
P149,bang,2
P51,bang,5
P7,bang,3
P37,bang,3
P89,bang,3
P12,bang,1
P137,bang,2
P22,bang,3
P126,bang,1
P140,bark (tree),2
P116,bark (tree),2
P158,bark (tree),3
P82,bark (tree),3
P110,bark (tree),1
P141,bark (tree),2
P73,bark (tree),1
P128,bark (tree),1
P17,bark (tree),2
P20,bark (tree),3
P98,bark (tree),3
P3,bark (tree),3
P100,bark (tree),1
P55,bark (tree),2
P97,barn,3
P14,barn,3
P59,barn,3
P78,barn,2
P61,barn,3
P13,barn,2
P38,barn,3
P6,barn,2
P47,barn,3
P31,barn,2
P97,basket,3
P14,basket,3
P59,basket,3
P78,basket,4
P61,basket,4
P13,basket,4
P38,basket,4
P6,basket,4
P47,basket,4
P31,basket,4
P97,bat (animal),3
P14,bat (animal),3
P59,bat (animal),2
P78,bat (animal),2
P61,bat (animal),2
P13,bat (animal),2
P38,bat (animal),2
P6,bat (animal),2
P47,bat (animal),2
P31,bat (animal),3
P57,bat (baseball),2
P127,bat (baseball),2
P113,bat (baseball),1
P68,bat (baseball),2
P142,bat (baseball),1
P149,bat (baseball),1
P51,bat (baseball),1
P7,bat (baseball),2
P37,bat (baseball),2
P89,bat (baseball),2
P12,bat (baseball),1
P137,bat (baseball),2
P22,bat (baseball),2
P126,bat (baseball),2
P131,bath,3
P44,bath,4
P32,bath,5
P72,bath,4
P24,bath,3
P163,bath,5
P155,bath,5
P144,bath,4
P88,bath,4
P15,bath,5
P148,bath,3
P115,bath,3
P5,bath,1
P65,bath,4
P105,bath,4
P131,bats (animals),2
P44,bats (animals),2
P32,bats (animals),2
P72,bats (animals),2
P24,bats (animals),2
P163,bats (animals),2
P155,bats (animals),2
P144,bats (animals),2
P88,bats (animals),3
P15,bats (animals),2
P148,bats (animals),3
P115,bats (animals),2
P5,bats (animals),2
P65,bats (animals),2
P105,bats (animals),3
P124,battle,2
P1,battle,1
P80,battle,2
P34,battle,2
P49,battle,1
P76,battle,2
P94,battle,2
P40,battle,2
P54,battle,1
P58,battle,1
P153,beach,4
P48,beach,3
P70,beach,3
P46,beach,4
P112,beach,4
P164,beach,4
P60,beach,3
P99,beach,3
P107,beach,2
P122,beach,3
P10,beach,3
P109,beach,3
P21,beach,3
P62,beans,2
P146,beans,3
P125,beans,3
P90,beans,2
P53,beans,5
P118,beans,3
P84,beans,2
P69,beans,3
P86,beans,2
P36,beans,3
P134,beans,3
P160,beans,3
P121,beans,3
P19,beans,2
P35,beans,3
P131,bear (animal),1
P44,bear (animal),1
P32,bear (animal),2
P72,bear (animal),2
P24,bear (animal),3
P163,bear (animal),2
P155,bear (animal),1
P144,bear (animal),3
P88,bear (animal),2
P15,bear (animal),2
P148,bear (animal),2
P115,bear (animal),1
P5,bear (animal),4
P65,bear (animal),2
P105,bear (animal),2
P124,bears,3
P1,bears,1
P80,bears,2
P34,bears,2
P49,bears,2
P76,bears,3
P94,bears,2
P40,bears,2
P54,bears,4
P58,bears,2
P131,beautiful,5
P44,beautiful,5
P32,beautiful,5
P72,beautiful,5
P24,beautiful,5
P163,beautiful,5
P155,beautiful,5
P144,beautiful,4
P88,beautiful,4
P15,beautiful,4
P148,beautiful,5
P115,beautiful,5
P5,beautiful,3
P65,beautiful,4
P105,beautiful,5
P97,became,3
P14,became,3
P59,became,3
P78,became,3
P61,became,3
P13,became,3
P38,became,2
P6,became,4
P47,became,3
P31,became,3
P135,because,3
P117,because,3
P132,because,3
P102,because,3
P138,because,3
P108,because,3
P9,because,4
P67,because,4
P28,because,3
P4,because,3
P150,because,4
P52,because,2
P75,because,3
P103,because,3
P41,because,3
P135,become,3
P117,become,3
P132,become,3
P102,become,3
P138,become,3
P108,become,1
P9,become,2
P67,become,4
P28,become,3
P4,become,3
P150,become,4
P52,become,4
P75,become,3
P103,become,4
P41,become,3
P153,bed,3
P48,bed,3
P70,bed,2
P46,bed,3
P112,bed,4
P164,bed,3
P60,bed,3
P99,bed,3
P107,bed,2
P122,bed,3
P10,bed,3
P109,bed,3
P21,bed,3
P131,bee,3
P44,bee,3
P32,bee,2
P72,bee,2
P24,bee,3
P163,bee,4
P155,bee,4
P144,bee,3
P88,bee,4
P15,bee,4
P148,bee,3
P115,bee,4
P5,bee,3
P65,bee,3
P105,bee,3
P95,been,4
P154,been,4
P16,been,4
P74,been,3
P139,been,2
P111,been,3
P93,been,2
P45,been,3
P161,been,3
P130,been,3
P120,been,3
P30,been,4
P143,been,2
P11,been,3
P66,been,3
P81,been,3
P135,bees,3
P117,bees,3
P132,bees,4
P102,bees,4
P138,bees,3
P108,bees,4
P9,bees,5
P67,bees,3
P28,bees,5
P4,bees,3
P150,bees,2
P52,bees,3
P75,bees,2
P103,bees,3
P41,bees,4
P33,before,3
P129,before,3
P136,before,3
P2,before,3
P27,before,3
P162,before,3
P85,before,3
P114,before,4
P87,before,3
P157,before,3
P8,before,3
P152,before,3
P123,before,3
P63,before,3
P39,before,3
P124,began,3
P1,began,4
P80,began,3
P34,began,3
P49,began,3
P76,began,3
P94,began,3
P40,began,3
P54,began,2
P58,began,3
P33,beginning,3
P129,beginning,3
P136,beginning,3
P2,beginning,3
P27,beginning,4
P162,beginning,3
P85,beginning,3
P114,beginning,4
P87,beginning,3
P157,beginning,3
P8,beginning,3
P152,beginning,3
P123,beginning,3
P63,beginning,3
P39,beginning,3
P97,behind,3
P14,behind,3
P59,behind,3
P78,behind,3
P61,behind,3
P13,behind,3
P38,behind,5
P6,behind,3
P47,behind,3
P31,behind,3
P62,being,4
P146,being,3
P125,being,3
P90,being,5
P53,being,1
P118,being,3
P84,being,3
P69,being,2
P86,being,3
P36,being,3
P134,being,3
P160,being,3
P121,being,3
P19,being,3
P35,being,3
P33,believe,4
P129,believe,3
P136,believe,4
P2,believe,4
P27,believe,4
P162,believe,4
P85,believe,3
P114,believe,2
P87,believe,3
P157,believe,3
P8,believe,4
P152,believe,3
P123,believe,3
P63,believe,3
P39,believe,4
P33,bell,4
P129,bell,3
P136,bell,4
P2,bell,4
P27,bell,4
P162,bell,4
P85,bell,2
P114,bell,4
P87,bell,3
P157,bell,3
P8,bell,3
P152,bell,2
P123,bell,4
P63,bell,4
P39,bell,4
P33,bells,4
P129,bells,3
P136,bells,4
P2,bells,4
P27,bells,4
P162,bells,4
P85,bells,2
P114,bells,4
P87,bells,3
P157,bells,3
P8,bells,3
P152,bells,2
P123,bells,4
P63,bells,4
P39,bells,4
P135,belly,2
P117,belly,3
P132,belly,2
P102,belly,2
P138,belly,2
P108,belly,2
P9,belly,2
P67,belly,3
P28,belly,3
P4,belly,3
P150,belly,3
P52,belly,3
P75,belly,4
P103,belly,4
P41,belly,4
P57,below,3
P127,below,3
P113,below,3
P68,below,3
P142,below,3
P149,below,2
P51,below,4
P7,below,3
P37,below,3
P89,below,3
P12,below,2
P137,below,3
P22,below,3
P126,below,3
P97,berries,3
P14,berries,4
P59,berries,4
P78,berries,4
P61,berries,3
P13,berries,4
P38,berries,4
P6,berries,5
P47,berries,3
P31,berries,5
P135,best,3
P117,best,3
P132,best,3
P102,best,4
P138,best,3
P108,best,1
P9,best,2
P67,best,2
P28,best,2
P4,best,3
P150,best,3
P52,best,2
P75,best,3
P103,best,3
P41,best,2
P124,bet,3
P1,bet,2
P80,bet,3
P34,bet,2
P49,bet,1
P76,bet,2
P94,bet,2
P40,bet,3
P54,bet,1
P58,bet,2
P140,better,4
P116,better,2
P158,better,3
P82,better,2
P110,better,4
P141,better,3
P73,better,4
P128,better,2
P17,better,3
P20,better,3
P98,better,3
P3,better,3
P100,better,4
P55,better,2
P135,between,3
P117,between,3
P132,between,3
P102,between,3
P138,between,3
P108,between,2
P9,between,2
P67,between,3
P28,between,3
P4,between,3
P150,between,4
P52,between,4
P75,between,3
P103,between,3
P41,between,3
P77,big,3
P104,big,2
P64,big,2
P91,big,2
P156,big,2
P71,big,2
P23,big,2
P43,big,2
P147,big,2
P106,big,2
P25,big,2
P50,big,1
P133,big,2
P159,big,2
P140,bigger,2
P116,bigger,1
P158,bigger,2
P82,bigger,2
P110,bigger,1
P141,bigger,1
P73,bigger,2
P128,bigger,2
P17,bigger,2
P20,bigger,1
P98,bigger,2
P3,bigger,3
P100,bigger,1
P55,bigger,1
P57,bike,2
P127,bike,3
P113,bike,1
P68,bike,2
P142,bike,3
P149,bike,2
P51,bike,1
P7,bike,2
P37,bike,3
P89,bike,3
P12,bike,2
P137,bike,3
P22,bike,3
P126,bike,2
P79,bird,3
P101,bird,3
P18,bird,1
P145,bird,4
P119,bird,4
P151,bird,2
P26,bird,4
P83,bird,3
P29,bird,4
P56,bird,4
P96,bird,3
P42,bird,3
P92,bird,4
P77,birds,3
P104,birds,4
P64,birds,4
P91,birds,4
P156,birds,3
P71,birds,4
P23,birds,3
P43,birds,4
P147,birds,2
P106,birds,4
P25,birds,4
P50,birds,4
P133,birds,4
P159,birds,4
P140,birthday,3
P116,birthday,3
P158,birthday,3
P82,birthday,4
P110,birthday,2
P141,birthday,3
P73,birthday,5
P128,birthday,2
P17,birthday,3
P20,birthday,3
P98,birthday,3
P3,birthday,3
P100,birthday,4
P55,birthday,4
P131,bit,3
P44,bit,3
P32,bit,2
P72,bit,4
P24,bit,3
P163,bit,4
P155,bit,3
P144,bit,3
P88,bit,2
P15,bit,4
P148,bit,3
P115,bit,3
P5,bit,1
P65,bit,3
P105,bit,3
P135,bite,3
P117,bite,2
P132,bite,3
P102,bite,3
P138,bite,2
P108,bite,2
P9,bite,1
P67,bite,2
P28,bite,3
P4,bite,2
P150,bite,3
P52,bite,2
P75,bite,1
P103,bite,3
P41,bite,3
P124,black,3
P1,black,2
P80,black,3
P34,black,2
P49,black,3
P76,black,1
P94,black,2
P40,black,3
P54,black,4
P58,black,3
P57,blew,3
P127,blew,3
P113,blew,4
P68,blew,4
P142,blew,3
P149,blew,3
P51,blew,4
P7,blew,3
P37,blew,3
P89,blew,3
P12,blew,2
P137,blew,3
P22,blew,3
P126,blew,3
P62,block,2
P146,block,2
P125,block,3
P90,block,5
P53,block,2
P118,block,2
P84,block,3
P69,block,2
P86,block,2
P36,block,2
P134,block,1
P160,block,1
P121,block,3
P19,block,2
P35,block,3
P131,blow,2
P44,blow,1
P32,blow,2
P72,blow,2
P24,blow,3
P163,blow,2
P155,blow,3
P144,blow,3
P88,blow,3
P15,blow,3
P148,blow,3
P115,blow,3
P5,blow,3
P65,blow,2
P105,blow,3
P77,blue,3
P104,blue,2
P64,blue,2
P91,blue,3
P156,blue,3
P71,blue,3
P23,blue,2
P43,blue,3
P147,blue,2
P106,blue,2
P25,blue,3
P50,blue,2
P133,blue,2
P159,blue,2
P95,boat,3
P154,boat,4
P16,boat,4
P74,boat,5
P139,boat,2
P111,boat,2
P93,boat,2
P45,boat,3
P161,boat,2
P130,boat,3
P120,boat,2
P30,boat,4
P143,boat,4
P11,boat,3
P66,boat,1
P81,boat,3
P124,book,3
P1,book,4
P80,book,3
P34,book,2
P49,book,3
P76,book,3
P94,book,3
P40,book,3
P54,book,4
P58,book,3
P153,books,3
P48,books,3
P70,books,2
P46,books,3
P112,books,4
P164,books,3
P60,books,3
P99,books,3
P107,books,2
P122,books,3
P10,books,3
P109,books,3
P21,books,3
P131,boom,3
P44,boom,2
P32,boom,2
P72,boom,4
P24,boom,2
P163,boom,2
P155,boom,2
P144,boom,2
P88,boom,3
P15,boom,2
P148,boom,2
P115,boom,3
P5,boom,2
P65,boom,2
P105,boom,2
P124,born,3
P1,born,4
P80,born,3
P34,born,4
P49,born,3
P76,born,4
P94,born,4
P40,born,3
P54,born,5
P58,born,3
P97,both,3
P14,both,3
P59,both,3
P78,both,3
P61,both,3
P13,both,3
P38,both,3
P6,both,3
P47,both,3
P31,both,3
P79,bottle,2
P101,bottle,3
P18,bottle,1
P145,bottle,3
P119,bottle,3
P151,bottle,3
P26,bottle,2
P83,bottle,3
P29,bottle,4
P56,bottle,2
P96,bottle,2
P42,bottle,3
P92,bottle,1
P153,bottom,3
P48,bottom,3
P70,bottom,4
P46,bottom,2
P112,bottom,4
P164,bottom,3
P60,bottom,3
P99,bottom,3
P107,bottom,3
P122,bottom,3
P10,bottom,3
P109,bottom,3
P21,bottom,3
P153,bow (action),2
P48,bow (action),3
P70,bow (action),3
P46,bow (action),4
P112,bow (action),2
P164,bow (action),3
P60,bow (action),2
P99,bow (action),2
P107,bow (action),5
P122,bow (action),3
P10,bow (action),3
P109,bow (action),3
P21,bow (action),1
P33,box,2
P129,box,3
P136,box,2
P2,box,3
P27,box,2
P162,box,3
P85,box,2
P114,box,4
P87,box,3
P157,box,3
P8,box,3
P152,box,4
P123,box,4
P63,box,3
P39,box,3
P95,boy,4
P154,boy,1
P16,boy,1
P74,boy,2
P139,boy,1
P111,boy,2
P93,boy,1
P45,boy,1
P161,boy,1
P130,boy,1
P120,boy,1
P30,boy,3
P143,boy,1
P11,boy,1
P66,boy,1
P81,boy,2
P140,boys,1
P116,boys,1
P158,boys,1
P82,boys,1
P110,boys,1
P141,boys,1
P73,boys,1
P128,boys,1
P17,boys,1
P20,boys,2
P98,boys,1
P3,boys,1
P100,boys,1
P55,boys,1
P140,brain,3
P116,brain,2
P158,brain,3
P82,brain,2
P110,brain,3
P141,brain,3
P73,brain,4
P128,brain,2
P17,brain,3
P20,brain,3
P98,brain,2
P3,brain,3
P100,brain,3
P55,brain,1
P124,branch,3
P1,branch,4
P80,branch,3
P34,branch,3
P49,branch,3
P76,branch,3
P94,branch,3
P40,branch,3
P54,branch,1
P58,branch,3
P79,branches,3
P101,branches,3
P18,branches,3
P145,branches,3
P119,branches,3
P151,branches,3
P26,branches,2
P83,branches,3
P29,branches,2
P56,branches,2
P96,branches,2
P42,branches,3
P92,branches,2
P153,bread,3
P48,bread,3
P70,bread,2
P46,bread,3
P112,bread,3
P164,bread,3
P60,bread,3
P99,bread,3
P107,bread,2
P122,bread,3
P10,bread,3
P109,bread,3
P21,bread,3
P57,break,3
P127,break,3
P113,break,2
P68,break,3
P142,break,3
P149,break,3
P51,break,2
P7,break,3
P37,break,3
P89,break,3
P12,break,2
P137,break,2
P22,break,3
P126,break,3
P95,breakfast,3
P154,breakfast,4
P16,breakfast,2
P74,breakfast,3
P139,breakfast,4
P111,breakfast,3
P93,breakfast,3
P45,breakfast,3
P161,breakfast,4
P130,breakfast,3
P120,breakfast,3
P30,breakfast,2
P143,breakfast,3
P11,breakfast,3
P66,breakfast,4
P81,breakfast,3
P62,breath,4
P146,breath,4
P125,breath,3
P90,breath,4
P53,breath,1
P118,breath,3
P84,breath,3
P69,breath,3
P86,breath,3
P36,breath,3
P134,breath,3
P160,breath,3
P121,breath,3
P19,breath,3
P35,breath,3
P97,bridge,3
P14,bridge,3
P59,bridge,3
P78,bridge,2
P61,bridge,3
P13,bridge,2
P38,bridge,4
P6,bridge,4
P47,bridge,3
P31,bridge,2
P33,bright,4
P129,bright,3
P136,bright,4
P2,bright,4
P27,bright,5
P162,bright,4
P85,bright,2
P114,bright,4
P87,bright,3
P157,bright,3
P8,bright,4
P152,bright,4
P123,bright,3
P63,bright,4
P39,bright,4
P62,bring,3
P146,bring,3
P125,bring,3
P90,bring,3
P53,bring,4
P118,bring,4
P84,bring,3
P69,bring,4
P86,bring,4
P36,bring,3
P134,bring,3
P160,bring,4
P121,bring,3
P19,bring,3
P35,bring,3
P33,broke,2
P129,broke,3
P136,broke,2
P2,broke,2
P27,broke,2
P162,broke,3
P85,broke,2
P114,broke,4
P87,broke,3
P157,broke,3
P8,broke,3
P152,broke,2
P123,broke,3
P63,broke,3
P39,broke,2
P77,broken,3
P104,broken,3
P64,broken,3
P91,broken,3
P156,broken,3
P71,broken,3
P23,broken,3
P43,broken,4
P147,broken,3
P106,broken,3
P25,broken,3
P50,broken,2
P133,broken,3
P159,broken,3
P95,brother,3
P154,brother,1
P16,brother,2
P74,brother,1
P139,brother,1
P111,brother,1
P93,brother,1
P45,brother,1
P161,brother,1
P130,brother,1
P120,brother,1
P30,brother,3
P143,brother,1
P11,brother,1
P66,brother,1
P81,brother,2
P97,brothers,1
P14,brothers,2
P59,brothers,1
P78,brothers,1
P61,brothers,1
