book_id,child_gender,parent_gender,parent_age,child_age,n_ibdb
L114,0.5,0.9,3.9,7.8,10
M38,0.46875,1,3.9,9.375,32
L207,0.1111111111111111,1,4.111111111111111,8.11111111111111,9
L189,0.6,0.9,4.4,9,10
L210,0.36363636363636365,1,3.909090909090909,8.380952380952381,22
L176,0.4,0.8,3.8,4.2,5
L115,0.4375,1,4.354838709677419,7.46875,32
L252,0.5,1,4,9.6,10
L116,0.5454545454545454,1,3.9,9.818181818181818,11
L132,0.4666666666666667,1,4.533333333333333,7.466666666666667,15
L117,0.3333333333333333,1,4.5,7.75,12
M3,0.4576271186440678,0.9823008849557522,3.8584070796460175,8.457627118644067,118
L118,0.5238095238095238,0.9523809523809523,4.238095238095238,7.809523809523809,21
L219,0.18181818181818182,1,4.363636363636363,14.272727272727273,11
M46,0.6470588235294118,0.96875,3.75,8.5,34
L183,0,0.8888888888888888,4.111111111111111,9.88888888888889,9
M4,0.4,1,4.444444444444445,11.5,10
L130,0.6666666666666666,0.875,4.125,12.666666666666666,9
M6,0.625,1,4.5,12.375,8
M7,0.6153846153846154,0.88,4.12,11.73076923076923,26
M25,0.5789473684210527,0.9411764705882353,4.111111111111111,7.157894736842105,19
L119,0.625,1,3.625,9,8
L163,0.5714285714285714,1,3.857142857142857,8.285714285714286,7
M31,0.3333333333333333,1,4.333333333333333,12.222222222222221,9
L224,0.5161290322580645,0.967741935483871,3.870967741935484,8.67741935483871,31
L101,0.5263157894736842,0.9473684210526315,4.368421052631579,9.736842105263158,19
L225,0.2222222222222222,0.7777777777777778,3.6666666666666665,6.888888888888889,9
L138,0.6,1,4.555555555555555,10.1,10
L104,0.4,0.9333333333333333,3.6,7.933333333333334,15
L153,0.40625,0.96875,3.78125,10.0625,32
M16,0.38461538461538464,1,4.44,8.26923076923077,26
M45,0.5069124423963134,0.9577464788732394,4.066037735849057,7.755760368663594,217
L213,0,0.96,4.28,13.035714285714286,28
M48,0.41935483870967744,1,4.096774193548387,8.96774193548387,31
L242,0.375,1,4.125,8.5,8
M12,0.5405405405405406,0.972972972972973,4.027777777777778,6.027027027027027,37
L205,0.4444444444444444,0.96,3.923076923076923,8.892857142857142,28
M13,0.8,1,4,9.2,5
M53,0.42857142857142855,1,4,7.666666666666667,7
L120,0.47368421052631576,1,4,7.473684210526316,19
L228,0.39285714285714285,0.9629629629629629,4.111111111111111,8.214285714285714,28
L121,0.2,1,4.3,8.7,10
M54,0.3333333333333333,1,4.666666666666667,14.666666666666666,6
L170,0.42857142857142855,1,4.285714285714286,6,7
L102,0.4444444444444444,1,4.111111111111111,7,9
L214,0.14285714285714285,0.9285714285714286,4.071428571428571,9.857142857142858,14
L235,0.5172413793103449,1,3.8275862068965516,8.03448275862069,29
L193,0.45454545454545453,1,4.090909090909091,10.181818181818182,11
L177,0.7777777777777778,1,4.888888888888889,12.666666666666666,9
M42,0.6666666666666666,1,3.5555555555555554,10.88888888888889,9
L223,0.3333333333333333,1,4.833333333333333,13.333333333333334,6
L146,0.3,0.9,4.3,9.3,10
M63,0.5555555555555556,1,4.5,13.11111111111111,9
L221,0.16455696202531644,0.9615384615384616,4.151898734177215,9.925925925925926,81
M41,0.07692307692307693,1,4.384615384615385,11.076923076923077,13
L147,0.3333333333333333,1,4.333333333333333,9.222222222222221,9
M56,0.5,0.9166666666666666,4.083333333333333,11.25,12
L171,0.36363636363636365,0.9090909090909091,4.363636363636363,9.909090909090908,11
M8,0.4411764705882353,1,3.6176470588235294,7.117647058823529,34
M17,0.8,0.9,4.1,10.2,10
L122,0.4838709677419355,0.9666666666666667,3.9166666666666665,7.467741935483871,62
L198,0.5263157894736842,0.9473684210526315,4,10.31578947368421,19
L229,0.34782608695652173,1,3.9523809523809526,7.913043478260869,23
L123,0.6666666666666666,0.8888888888888888,4.222222222222222,8.11111111111111,9
L124,0.2222222222222222,0.8888888888888888,4,7.333333333333333,9
M43,0.6,1,3.8,7.8,10
L230,0.46153846153846156,1,3.4615384615384617,7.076923076923077,13
M58,1,1,4.1,7.8,10
L244,0.4666666666666667,1,3.7,6.2,30
L231,0.6842105263157895,0.9473684210526315,4,6.947368421052632,19
L125,0.42857142857142855,0.8571428571428571,4.142857142857143,8.380952380952381,21
L180,0.625,1,3.75,7.125,16
L190,0.5555555555555556,0.8888888888888888,4.444444444444445,9.88888888888889,9
L203,0.5,1,3.6666666666666665,10.333333333333334,6
L126,0.5882352941176471,1,3.8,7.470588235294118,17
L140,0.42857142857142855,1,3.857142857142857,10.214285714285714,14
L155,0.35714285714285715,0.8928571428571429,4.25,7.642857142857143,28
L160,0.8571428571428571,1,4,12.285714285714286,7
M77,0.43333333333333335,0.9285714285714286,4,10.172413793103448,30
L232,0.6666666666666666,0.9090909090909091,3.5454545454545454,9.333333333333334,12
L127,0.49122807017543857,0.9636363636363636,4.125,7.508771929824562,57
L150,0.40384615384615385,0.9411764705882353,4.509803921568627,11.76923076923077,52
L151,0.4444444444444444,0.875,4.375,15.777777777777779,9
M44,0.3333333333333333,1,4,10.88888888888889,9
M27,0.5714285714285714,1,3.5714285714285716,9.285714285714286,7
L241,0.3333333333333333,1,3.6666666666666665,10.222222222222221,9
M88,0.7857142857142857,0.9230769230769231,4.153846153846154,8.142857142857142,14
L148,0.42857142857142855,1,3.857142857142857,10.285714285714286,7
M28,0.4117647058823529,0.9411764705882353,4.352941176470588,8.588235294117647,17
M10,0.42857142857142855,1,4.428571428571429,13,7
M36,0.6,0.8,3.6,11.4,10
M62,0.43410852713178294,0.9920634920634921,4.05511811023622,7.89922480620155,129
L257,0.5217391304347826,0.9523809523809523,3.9523809523809526,7.913043478260869,23
L233,0.5714285714285714,0.9285714285714286,4.214285714285714,9.071428571428571,14
L107,0.2857142857142857,1,4.666666666666667,12.714285714285714,7
L128,0.625,1,4.375,7.125,8
L154,0.5454545454545454,1,4.173913043478261,7.739130434782608,23
L215,0.4666666666666667,1,3.8,10.333333333333334,15
L174,0.4666666666666667,1,4.2,6.733333333333333,15
L168,0.2857142857142857,1,4.571428571428571,6.571428571428571,7
M35,0.3333333333333333,0.9523809523809523,4.428571428571429,12.142857142857142,21
L166,0.5882352941176471,1,3.764705882352941,8,17
L245,0.6,1,4,6.3,10
