book_id,review_id,n_female_token,n_male_token,n_reviews_total,n_reviews_gendered,prop_review_gendered,mean_rating
L101,48068,0,1,304,68,0.2236842105263158,4.75
L101,48071,1,0,304,68,0.2236842105263158,4.75
L101,49769,0,1,304,68,0.2236842105263158,4.75
L101,49772,0,1,304,68,0.2236842105263158,4.75
L101,49773,0,1,304,68,0.2236842105263158,4.75
L101,49777,1,0,304,68,0.2236842105263158,4.75
L101,51457,1,0,304,68,0.2236842105263158,4.75
L101,51463,2,0,304,68,0.2236842105263158,4.75
L101,51464,0,1,304,68,0.2236842105263158,4.75
L101,51465,1,0,304,68,0.2236842105263158,4.75
L101,53138,0,1,304,68,0.2236842105263158,4.75
L101,53139,1,0,304,68,0.2236842105263158,4.75
L101,54798,2,0,304,68,0.2236842105263158,4.75
L101,54800,0,1,304,68,0.2236842105263158,4.75
L101,54802,1,0,304,68,0.2236842105263158,4.75
L101,54805,1,0,304,68,0.2236842105263158,4.75
L101,56448,0,1,304,68,0.2236842105263158,4.75
L101,56453,1,1,304,68,0.2236842105263158,4.75
L101,58075,1,0,304,68,0.2236842105263158,4.75
L101,59691,0,1,304,68,0.2236842105263158,4.75
L102,958,0,1,199,65,0.32663316582914576,4.708542713567839
L102,3435,0,1,199,65,0.32663316582914576,4.708542713567839
L102,3436,0,1,199,65,0.32663316582914576,4.708542713567839
L102,3439,0,1,199,65,0.32663316582914576,4.708542713567839
L102,5881,0,1,199,65,0.32663316582914576,4.708542713567839
L102,5883,1,0,199,65,0.32663316582914576,4.708542713567839
L102,8267,0,1,199,65,0.32663316582914576,4.708542713567839
L102,8268,1,1,199,65,0.32663316582914576,4.708542713567839
L102,8271,0,1,199,65,0.32663316582914576,4.708542713567839
L102,10608,0,2,199,65,0.32663316582914576,4.708542713567839
L102,10613,0,1,199,65,0.32663316582914576,4.708542713567839
L102,10616,1,0,199,65,0.32663316582914576,4.708542713567839
L102,10617,0,1,199,65,0.32663316582914576,4.708542713567839
L102,12927,1,0,199,65,0.32663316582914576,4.708542713567839
L102,12928,0,1,199,65,0.32663316582914576,4.708542713567839
L102,12929,1,0,199,65,0.32663316582914576,4.708542713567839
L102,15222,1,0,199,65,0.32663316582914576,4.708542713567839
L102,15224,1,0,199,65,0.32663316582914576,4.708542713567839
L102,15226,0,1,199,65,0.32663316582914576,4.708542713567839
L102,17487,1,0,199,65,0.32663316582914576,4.708542713567839
L102,17489,0,1,199,65,0.32663316582914576,4.708542713567839
L102,24036,1,0,199,65,0.32663316582914576,4.708542713567839
L102,24038,1,0,199,65,0.32663316582914576,4.708542713567839
L102,24039,1,0,199,65,0.32663316582914576,4.708542713567839
L102,24041,0,1,199,65,0.32663316582914576,4.708542713567839
L102,24042,0,1,199,65,0.32663316582914576,4.708542713567839
L102,24044,0,2,199,65,0.32663316582914576,4.708542713567839
L102,26158,1,0,199,65,0.32663316582914576,4.708542713567839
L102,26165,1,0,199,65,0.32663316582914576,4.708542713567839
L102,28210,0,1,199,65,0.32663316582914576,4.708542713567839
L102,28213,0,1,199,65,0.32663316582914576,4.708542713567839
L102,28217,0,1,199,65,0.32663316582914576,4.708542713567839
L102,30216,0,1,199,65,0.32663316582914576,4.708542713567839
L102,30217,4,0,199,65,0.32663316582914576,4.708542713567839
L102,30219,0,1,199,65,0.32663316582914576,4.708542713567839
L102,30223,0,1,199,65,0.32663316582914576,4.708542713567839
L102,32173,1,0,199,65,0.32663316582914576,4.708542713567839
L102,32178,0,1,199,65,0.32663316582914576,4.708542713567839
L102,32179,0,2,199,65,0.32663316582914576,4.708542713567839
L102,32180,1,0,199,65,0.32663316582914576,4.708542713567839
L102,32181,1,0,199,65,0.32663316582914576,4.708542713567839
L102,34102,1,0,199,65,0.32663316582914576,4.708542713567839
L102,34105,1,0,199,65,0.32663316582914576,4.708542713567839
L102,34107,0,1,199,65,0.32663316582914576,4.708542713567839
L102,34111,1,0,199,65,0.32663316582914576,4.708542713567839
L102,35977,0,2,199,65,0.32663316582914576,4.708542713567839
L102,35980,1,0,199,65,0.32663316582914576,4.708542713567839
L102,35981,1,0,199,65,0.32663316582914576,4.708542713567839
L102,35983,1,0,199,65,0.32663316582914576,4.708542713567839
L102,35985,2,0,199,65,0.32663316582914576,4.708542713567839
L102,35986,1,0,199,65,0.32663316582914576,4.708542713567839
L102,37794,1,1,199,65,0.32663316582914576,4.708542713567839
L102,37795,3,0,199,65,0.32663316582914576,4.708542713567839
L102,37797,1,0,199,65,0.32663316582914576,4.708542713567839
L102,37798,0,1,199,65,0.32663316582914576,4.708542713567839
L102,37799,0,1,199,65,0.32663316582914576,4.708542713567839
L102,39589,0,2,199,65,0.32663316582914576,4.708542713567839
L102,39590,0,2,199,65,0.32663316582914576,4.708542713567839
L102,39591,0,1,199,65,0.32663316582914576,4.708542713567839
L102,39593,1,0,199,65,0.32663316582914576,4.708542713567839
L102,39594,0,2,199,65,0.32663316582914576,4.708542713567839
L102,39595,1,0,199,65,0.32663316582914576,4.708542713567839
L102,39597,2,0,199,65,0.32663316582914576,4.708542713567839
L102,41369,1,0,199,65,0.32663316582914576,4.708542713567839
L102,41375,1,0,199,65,0.32663316582914576,4.708542713567839
L103,1361,0,1,300,64,0.21333333333333335,4.726666666666667
L103,3847,0,1,300,64,0.21333333333333335,4.726666666666667
L103,6279,1,0,300,64,0.21333333333333335,4.726666666666667
L103,8667,0,1,300,64,0.21333333333333335,4.726666666666667
L103,11010,2,0,300,64,0.21333333333333335,4.726666666666667
L103,11015,2,0,300,64,0.21333333333333335,4.726666666666667
L103,13325,0,1,300,64,0.21333333333333335,4.726666666666667
L103,13330,1,0,300,64,0.21333333333333335,4.726666666666667
L103,13331,1,0,300,64,0.21333333333333335,4.726666666666667
L103,15616,0,1,300,64,0.21333333333333335,4.726666666666667
L103,15619,2,0,300,64,0.21333333333333335,4.726666666666667
L103,17865,1,0,300,64,0.21333333333333335,4.726666666666667
L103,17868,1,0,300,64,0.21333333333333335,4.726666666666667
L103,20085,0,1,300,64,0.21333333333333335,4.726666666666667
L103,20087,0,1,300,64,0.21333333333333335,4.726666666666667
L103,22261,0,1,300,64,0.21333333333333335,4.726666666666667
L103,22267,0,1,300,64,0.21333333333333335,4.726666666666667
L103,24397,0,1,300,64,0.21333333333333335,4.726666666666667
L103,24401,0,1,300,64,0.21333333333333335,4.726666666666667
L103,28534,0,2,300,64,0.21333333333333335,4.726666666666667
L103,28541,0,1,300,64,0.21333333333333335,4.726666666666667
L103,30537,0,1,300,64,0.21333333333333335,4.726666666666667
L103,30539,0,1,300,64,0.21333333333333335,4.726666666666667
L103,30544,0,1,300,64,0.21333333333333335,4.726666666666667
L103,32493,1,0,300,64,0.21333333333333335,4.726666666666667
L103,32496,1,0,300,64,0.21333333333333335,4.726666666666667
L103,32497,0,1,300,64,0.21333333333333335,4.726666666666667
L103,32498,1,0,300,64,0.21333333333333335,4.726666666666667
L103,32500,1,0,300,64,0.21333333333333335,4.726666666666667
L103,34425,1,0,300,64,0.21333333333333335,4.726666666666667
L103,34426,1,0,300,64,0.21333333333333335,4.726666666666667
L103,34428,1,0,300,64,0.21333333333333335,4.726666666666667
L103,36298,1,0,300,64,0.21333333333333335,4.726666666666667
L103,38105,1,0,300,64,0.21333333333333335,4.726666666666667
L103,38112,0,1,300,64,0.21333333333333335,4.726666666666667
L103,39907,1,0,300,64,0.21333333333333335,4.726666666666667
L103,41667,1,0,300,64,0.21333333333333335,4.726666666666667
L103,43418,0,1,300,64,0.21333333333333335,4.726666666666667
L103,43420,1,0,300,64,0.21333333333333335,4.726666666666667
L103,45164,0,2,300,64,0.21333333333333335,4.726666666666667
L103,46891,2,0,300,64,0.21333333333333335,4.726666666666667
L103,46892,1,0,300,64,0.21333333333333335,4.726666666666667
L103,46897,0,1,300,64,0.21333333333333335,4.726666666666667
L103,46898,2,0,300,64,0.21333333333333335,4.726666666666667
L103,48615,1,0,300,64,0.21333333333333335,4.726666666666667
L103,50309,0,1,300,64,0.21333333333333335,4.726666666666667
L103,50310,1,0,300,64,0.21333333333333335,4.726666666666667
L103,50311,1,0,300,64,0.21333333333333335,4.726666666666667
L103,50312,1,1,300,64,0.21333333333333335,4.726666666666667
L103,50313,0,1,300,64,0.21333333333333335,4.726666666666667
L103,51992,1,0,300,64,0.21333333333333335,4.726666666666667
L103,51993,1,0,300,64,0.21333333333333335,4.726666666666667
L103,51994,2,0,300,64,0.21333333333333335,4.726666666666667
L103,51999,1,0,300,64,0.21333333333333335,4.726666666666667
L103,53661,1,0,300,64,0.21333333333333335,4.726666666666667
L103,53662,2,0,300,64,0.21333333333333335,4.726666666666667
L103,53663,0,2,300,64,0.21333333333333335,4.726666666666667
L103,55311,0,2,300,64,0.21333333333333335,4.726666666666667
L103,55312,0,1,300,64,0.21333333333333335,4.726666666666667
L103,55315,1,0,300,64,0.21333333333333335,4.726666666666667
L103,55316,0,1,300,64,0.21333333333333335,4.726666666666667
L103,56946,0,1,300,64,0.21333333333333335,4.726666666666667
L103,56948,0,1,300,64,0.21333333333333335,4.726666666666667
L103,58572,0,1,300,64,0.21333333333333335,4.726666666666667
L104,670,1,0,700,149,0.21285714285714286,4.395714285714286
L104,677,1,0,700,149,0.21285714285714286,4.395714285714286
L104,678,1,0,700,149,0.21285714285714286,4.395714285714286
L104,3155,0,1,700,149,0.21285714285714286,4.395714285714286
L104,3157,1,0,700,149,0.21285714285714286,4.395714285714286
L104,5601,1,0,700,149,0.21285714285714286,4.395714285714286
L104,5605,0,2,700,149,0.21285714285714286,4.395714285714286
L104,8001,2,0,700,149,0.21285714285714286,4.395714285714286
L104,8003,0,2,700,149,0.21285714285714286,4.395714285714286
L104,10339,0,1,700,149,0.21285714285714286,4.395714285714286
L104,10341,1,0,700,149,0.21285714285714286,4.395714285714286
L104,10347,2,0,700,149,0.21285714285714286,4.395714285714286
L104,12657,0,2,700,149,0.21285714285714286,4.395714285714286
L104,12660,1,0,700,149,0.21285714285714286,4.395714285714286
L104,12665,0,1,700,149,0.21285714285714286,4.395714285714286
L104,17227,0,1,700,149,0.21285714285714286,4.395714285714286
L104,17230,1,0,700,149,0.21285714285714286,4.395714285714286
L104,19449,0,1,700,149,0.21285714285714286,4.395714285714286
L104,19451,0,1,700,149,0.21285714285714286,4.395714285714286
L104,21642,1,0,700,149,0.21285714285714286,4.395714285714286
L104,21645,0,1,700,149,0.21285714285714286,4.395714285714286
L104,21646,2,0,700,149,0.21285714285714286,4.395714285714286
L104,23795,0,1,700,149,0.21285714285714286,4.395714285714286
L104,27974,1,0,700,149,0.21285714285714286,4.395714285714286
L104,29977,1,0,700,149,0.21285714285714286,4.395714285714286
L104,29981,0,1,700,149,0.21285714285714286,4.395714285714286
L104,29983,1,1,700,149,0.21285714285714286,4.395714285714286
L104,31936,0,1,700,149,0.21285714285714286,4.395714285714286
L104,31939,0,1,700,149,0.21285714285714286,4.395714285714286
L104,31940,0,1,700,149,0.21285714285714286,4.395714285714286
L104,33870,1,0,700,149,0.21285714285714286,4.395714285714286
L104,35762,1,0,700,149,0.21285714285714286,4.395714285714286
L104,35763,0,1,700,149,0.21285714285714286,4.395714285714286
L104,35765,1,0,700,149,0.21285714285714286,4.395714285714286
L104,39388,0,1,700,149,0.21285714285714286,4.395714285714286
L104,39390,0,1,700,149,0.21285714285714286,4.395714285714286
L104,39393,0,1,700,149,0.21285714285714286,4.395714285714286
L104,42938,1,0,700,149,0.21285714285714286,4.395714285714286
L104,42942,1,0,700,149,0.21285714285714286,4.395714285714286
L104,42943,1,0,700,149,0.21285714285714286,4.395714285714286
L104,44682,2,0,700,149,0.21285714285714286,4.395714285714286
L104,44684,1,0,700,149,0.21285714285714286,4.395714285714286
L104,44685,1,0,700,149,0.21285714285714286,4.395714285714286
L104,46415,0,2,700,149,0.21285714285714286,4.395714285714286
L104,46418,1,0,700,149,0.21285714285714286,4.395714285714286
L104,49846,0,1,700,149,0.21285714285714286,4.395714285714286
L104,51535,1,0,700,149,0.21285714285714286,4.395714285714286
L104,53203,1,0,700,149,0.21285714285714286,4.395714285714286
L104,53206,1,0,700,149,0.21285714285714286,4.395714285714286
L104,54864,0,3,700,149,0.21285714285714286,4.395714285714286
L104,56496,0,1,700,149,0.21285714285714286,4.395714285714286
L104,56501,1,0,700,149,0.21285714285714286,4.395714285714286
L104,58126,2,0,700,149,0.21285714285714286,4.395714285714286
L104,58130,1,0,700,149,0.21285714285714286,4.395714285714286
L104,59738,1,0,700,149,0.21285714285714286,4.395714285714286
L104,59739,1,0,700,149,0.21285714285714286,4.395714285714286
L104,61307,0,2,700,149,0.21285714285714286,4.395714285714286
L104,61309,0,1,700,149,0.21285714285714286,4.395714285714286
L104,61312,1,0,700,149,0.21285714285714286,4.395714285714286
L104,61315,2,0,700,149,0.21285714285714286,4.395714285714286
L104,62872,0,1,700,149,0.21285714285714286,4.395714285714286
L104,62873,1,0,700,149,0.21285714285714286,4.395714285714286
L104,62878,1,0,700,149,0.21285714285714286,4.395714285714286
L104,64412,0,1,700,149,0.21285714285714286,4.395714285714286
L104,65923,1,0,700,149,0.21285714285714286,4.395714285714286
L104,67393,1,0,700,149,0.21285714285714286,4.395714285714286
L104,67394,0,1,700,149,0.21285714285714286,4.395714285714286
L104,68843,0,1,700,149,0.21285714285714286,4.395714285714286
L104,68844,1,0,700,149,0.21285714285714286,4.395714285714286
L104,68846,0,1,700,149,0.21285714285714286,4.395714285714286
L104,68848,0,1,700,149,0.21285714285714286,4.395714285714286
L104,68851,1,0,700,149,0.21285714285714286,4.395714285714286
L104,70284,2,0,700,149,0.21285714285714286,4.395714285714286
L104,70285,0,1,700,149,0.21285714285714286,4.395714285714286
L104,70288,1,0,700,149,0.21285714285714286,4.395714285714286
L104,71715,1,0,700,149,0.21285714285714286,4.395714285714286
L104,71721,1,0,700,149,0.21285714285714286,4.395714285714286
L104,73234,0,1,700,149,0.21285714285714286,4.395714285714286
L104,73238,0,1,700,149,0.21285714285714286,4.395714285714286
L104,74090,1,1,700,149,0.21285714285714286,4.395714285714286
L104,74091,1,0,700,149,0.21285714285714286,4.395714285714286
L104,74095,0,1,700,149,0.21285714285714286,4.395714285714286
L104,75171,0,1,700,149,0.21285714285714286,4.395714285714286
L104,75173,0,1,700,149,0.21285714285714286,4.395714285714286
L104,75176,1,0,700,149,0.21285714285714286,4.395714285714286
L104,75702,2,0,700,149,0.21285714285714286,4.395714285714286
L104,75705,1,0,700,149,0.21285714285714286,4.395714285714286
L104,76399,0,1,700,149,0.21285714285714286,4.395714285714286
L104,77329,0,1,700,149,0.21285714285714286,4.395714285714286
L104,77332,1,0,700,149,0.21285714285714286,4.395714285714286
L104,77472,0,1,700,149,0.21285714285714286,4.395714285714286
L104,77480,1,0,700,149,0.21285714285714286,4.395714285714286
L104,77481,0,1,700,149,0.21285714285714286,4.395714285714286
L104,78044,1,0,700,149,0.21285714285714286,4.395714285714286
L104,78045,1,0,700,149,0.21285714285714286,4.395714285714286
L104,78046,1,0,700,149,0.21285714285714286,4.395714285714286
L104,78048,1,0,700,149,0.21285714285714286,4.395714285714286
L104,78241,0,1,700,149,0.21285714285714286,4.395714285714286
L104,78244,1,0,700,149,0.21285714285714286,4.395714285714286
L104,78245,0,1,700,149,0.21285714285714286,4.395714285714286
L104,78608,0,2,700,149,0.21285714285714286,4.395714285714286
L104,78613,1,0,700,149,0.21285714285714286,4.395714285714286
L104,78616,1,0,700,149,0.21285714285714286,4.395714285714286
L104,79228,1,0,700,149,0.21285714285714286,4.395714285714286
L104,79548,1,0,700,149,0.21285714285714286,4.395714285714286
L104,79551,0,1,700,149,0.21285714285714286,4.395714285714286
L104,79552,0,1,700,149,0.21285714285714286,4.395714285714286
L104,79690,0,1,700,149,0.21285714285714286,4.395714285714286
L104,79691,0,1,700,149,0.21285714285714286,4.395714285714286
L104,79692,1,0,700,149,0.21285714285714286,4.395714285714286
L104,79695,3,0,700,149,0.21285714285714286,4.395714285714286
L104,79697,1,0,700,149,0.21285714285714286,4.395714285714286
L104,80189,1,0,700,149,0.21285714285714286,4.395714285714286
L104,80190,1,0,700,149,0.21285714285714286,4.395714285714286
L104,80191,1,0,700,149,0.21285714285714286,4.395714285714286
L104,80391,1,2,700,149,0.21285714285714286,4.395714285714286
L104,80767,1,0,700,149,0.21285714285714286,4.395714285714286
L104,80944,1,0,700,149,0.21285714285714286,4.395714285714286
L104,81430,0,2,700,149,0.21285714285714286,4.395714285714286
L104,82111,0,1,700,149,0.21285714285714286,4.395714285714286
L104,82112,1,0,700,149,0.21285714285714286,4.395714285714286
L104,82115,0,1,700,149,0.21285714285714286,4.395714285714286
L104,83368,0,1,700,149,0.21285714285714286,4.395714285714286
L104,84236,0,1,700,149,0.21285714285714286,4.395714285714286
L104,84238,1,0,700,149,0.21285714285714286,4.395714285714286
L104,85212,1,0,700,149,0.21285714285714286,4.395714285714286
L104,85220,0,1,700,149,0.21285714285714286,4.395714285714286
L104,86554,0,1,700,149,0.21285714285714286,4.395714285714286
L104,86556,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87148,1,0,700,149,0.21285714285714286,4.395714285714286
L104,87150,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87152,1,0,700,149,0.21285714285714286,4.395714285714286
L104,87153,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87204,1,0,700,149,0.21285714285714286,4.395714285714286
L104,87205,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87206,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87207,1,0,700,149,0.21285714285714286,4.395714285714286
L104,87209,2,0,700,149,0.21285714285714286,4.395714285714286
L104,87426,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87428,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87430,1,0,700,149,0.21285714285714286,4.395714285714286
L104,87432,0,2,700,149,0.21285714285714286,4.395714285714286
L104,87557,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87560,0,1,700,149,0.21285714285714286,4.395714285714286
L104,87562,1,0,700,149,0.21285714285714286,4.395714285714286
L104,87563,0,2,700,149,0.21285714285714286,4.395714285714286
L104,88184,2,0,700,149,0.21285714285714286,4.395714285714286
L104,88186,1,0,700,149,0.21285714285714286,4.395714285714286
L104,88187,1,0,700,149,0.21285714285714286,4.395714285714286
L105,4954,0,1,31,3,0.0967741935483871,4.483870967741935
L105,7370,0,1,31,3,0.0967741935483871,4.483870967741935
L105,7372,0,1,31,3,0.0967741935483871,4.483870967741935
L106,1100,0,1,106,37,0.3490566037735849,4.962264150943396
L106,1106,0,3,106,37,0.3490566037735849,4.962264150943396
L106,1107,1,0,106,37,0.3490566037735849,4.962264150943396
L106,3588,1,0,106,37,0.3490566037735849,4.962264150943396
L106,3590,1,0,106,37,0.3490566037735849,4.962264150943396
L106,3592,2,0,106,37,0.3490566037735849,4.962264150943396
L106,3593,0,1,106,37,0.3490566037735849,4.962264150943396
L106,6031,1,1,106,37,0.3490566037735849,4.962264150943396
L106,6037,1,0,106,37,0.3490566037735849,4.962264150943396
L106,8415,0,1,106,37,0.3490566037735849,4.962264150943396
L106,8416,0,2,106,37,0.3490566037735849,4.962264150943396
L106,8417,1,0,106,37,0.3490566037735849,4.962264150943396
L106,8421,1,0,106,37,0.3490566037735849,4.962264150943396
L106,10758,1,0,106,37,0.3490566037735849,4.962264150943396
L106,10763,1,0,106,37,0.3490566037735849,4.962264150943396
L106,13077,1,0,106,37,0.3490566037735849,4.962264150943396
L106,13079,2,0,106,37,0.3490566037735849,4.962264150943396
L106,13080,2,0,106,37,0.3490566037735849,4.962264150943396
L106,13082,0,1,106,37,0.3490566037735849,4.962264150943396
L106,15371,2,0,106,37,0.3490566037735849,4.962264150943396
L106,15374,1,0,106,37,0.3490566037735849,4.962264150943396
L106,15375,1,0,106,37,0.3490566037735849,4.962264150943396
L106,17629,1,0,106,37,0.3490566037735849,4.962264150943396
L106,17632,1,0,106,37,0.3490566037735849,4.962264150943396
L106,17635,1,0,106,37,0.3490566037735849,4.962264150943396
L106,17638,1,0,106,37,0.3490566037735849,4.962264150943396
L106,19850,2,0,106,37,0.3490566037735849,4.962264150943396
L106,19851,0,1,106,37,0.3490566037735849,4.962264150943396
L106,19854,1,0,106,37,0.3490566037735849,4.962264150943396
L106,19855,3,0,106,37,0.3490566037735849,4.962264150943396
L106,22030,0,1,106,37,0.3490566037735849,4.962264150943396
L106,22032,1,1,106,37,0.3490566037735849,4.962264150943396
L106,22033,1,0,106,37,0.3490566037735849,4.962264150943396
L106,22034,1,2,106,37,0.3490566037735849,4.962264150943396
L106,22036,0,2,106,37,0.3490566037735849,4.962264150943396
L106,24171,1,0,106,37,0.3490566037735849,4.962264150943396
L106,24173,1,0,106,37,0.3490566037735849,4.962264150943396
L107,2234,0,1,87,41,0.47126436781609193,4.494252873563219
L107,2235,0,1,87,41,0.47126436781609193,4.494252873563219
L107,2237,0,1,87,41,0.47126436781609193,4.494252873563219
L107,4698,0,1,87,41,0.47126436781609193,4.494252873563219
L107,4700,0,1,87,41,0.47126436781609193,4.494252873563219
L107,4701,0,1,87,41,0.47126436781609193,4.494252873563219
L107,4705,0,1,87,41,0.47126436781609193,4.494252873563219
L107,4706,0,1,87,41,0.47126436781609193,4.494252873563219
L107,7121,0,1,87,41,0.47126436781609193,4.494252873563219
L107,7125,1,0,87,41,0.47126436781609193,4.494252873563219
L107,7126,1,0,87,41,0.47126436781609193,4.494252873563219
L107,7127,0,1,87,41,0.47126436781609193,4.494252873563219
L107,9500,1,0,87,41,0.47126436781609193,4.494252873563219
L107,9501,0,1,87,41,0.47126436781609193,4.494252873563219
L107,9504,0,1,87,41,0.47126436781609193,4.494252873563219
L107,9506,0,1,87,41,0.47126436781609193,4.494252873563219
L107,11829,0,1,87,41,0.47126436781609193,4.494252873563219
L107,11830,0,1,87,41,0.47126436781609193,4.494252873563219
L107,11833,0,1,87,41,0.47126436781609193,4.494252873563219
L107,11836,0,1,87,41,0.47126436781609193,4.494252873563219
L107,11837,0,2,87,41,0.47126436781609193,4.494252873563219
L107,14131,0,1,87,41,0.47126436781609193,4.494252873563219
L107,14132,0,1,87,41,0.47126436781609193,4.494252873563219
L107,14133,1,0,87,41,0.47126436781609193,4.494252873563219
L107,14135,0,1,87,41,0.47126436781609193,4.494252873563219
L107,14136,0,1,87,41,0.47126436781609193,4.494252873563219
L107,14137,0,2,87,41,0.47126436781609193,4.494252873563219
L107,16408,0,1,87,41,0.47126436781609193,4.494252873563219
L107,16409,0,1,87,41,0.47126436781609193,4.494252873563219
L107,16413,1,2,87,41,0.47126436781609193,4.494252873563219
L107,18643,0,3,87,41,0.47126436781609193,4.494252873563219
L107,18644,0,2,87,41,0.47126436781609193,4.494252873563219
L107,18645,0,1,87,41,0.47126436781609193,4.494252873563219
L107,18646,0,1,87,41,0.47126436781609193,4.494252873563219
L107,18649,0,1,87,41,0.47126436781609193,4.494252873563219
L107,18652,0,1,87,41,0.47126436781609193,4.494252873563219
L107,20845,0,1,87,41,0.47126436781609193,4.494252873563219
L107,20847,1,0,87,41,0.47126436781609193,4.494252873563219
L107,20848,0,1,87,41,0.47126436781609193,4.494252873563219
L107,20849,1,0,87,41,0.47126436781609193,4.494252873563219
L107,20850,0,1,87,41,0.47126436781609193,4.494252873563219
L108,2243,0,2,106,45,0.42452830188679247,4.4245283018867925
L108,2244,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,2248,1,0,106,45,0.42452830188679247,4.4245283018867925
L108,2249,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,4707,0,3,106,45,0.42452830188679247,4.4245283018867925
L108,4711,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,4712,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,4714,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,4715,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,7132,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9508,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9509,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9510,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9511,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9512,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9513,1,0,106,45,0.42452830188679247,4.4245283018867925
L108,9514,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,9515,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,11838,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,11840,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,11843,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,11844,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,11845,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,14143,1,0,106,45,0.42452830188679247,4.4245283018867925
L108,14146,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,14147,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,14148,0,2,106,45,0.42452830188679247,4.4245283018867925
L108,16420,0,1,106,45,0.42452830188679247,4.4245283018867925
L108,16422,1,0,106,45,0.42452830188679247,4.4245283018867925
